Instrument,Company Common Name,Investor Full Name,Investor Shares Held,Holdings Pct Of Traded Shares Held,Close Price
TSN,,"Raymond James Financial Services Advisors, Inc.",121702,0.0431,
TSN,,Cetera Investment Advisers LLC,121547,0.0431,
TSN,,"TD Securities, Inc.",119958,0.0425,
TSN,,The Treasurer of the State of North Carolina,118465,0.042,
TSN,,"QRG Capital Management, Inc.",117331,0.0416,
TSN,,Edward Jones,116330,0.0412,
TSN,,First Trust Investment Solutions LP,114995,0.0408,
TSN,,J.P. Morgan Securities LLC,114082,0.0404,
TSN,,ETF Architect,112953,0.04,
TSN,,"Engineers Gate Manager, L.P.",112860,0.04,
TSN,,Vinva Investment Management Limited,111671,0.0396,
TSN,,"Arrowstreet Capital, Limited Partnership",111604,0.0396,
TSN,,"Sage Capital Advisors, LLC",108434,0.0384,
TSN,,DWS International GmbH,107746,0.0382,
TSN,,Guggenheim Investments,105612,0.0374,
TSN,,Wells Fargo Advisors,105203,0.0373,
TSN,,"Wealth Enhancement Advisory Services, LLC",103769,0.0368,
TSN,,"Zacks Investment Management, Inc.",103608,0.0367,
TSN,,CIBC World Markets Corp.,103273,0.0366,
TSN,,"Nomura Asset Management Co., Ltd.",102382,0.0363,
TSN,,Quinn Opportunity Partners LLC,102296,0.0363,
TSN,,"Entropy Technologies, LP",102144,0.0362,
TSN,,TD Asset Management Inc.,101638,0.036,
TSN,,Boulden (Melanie),100480,0.0356,
TSN,,Algert Global LLC,99867,0.0354,
TSN,,Allianz Global Investors GmbH,99281,0.0352,
TSN,,Sciencast Management LP,98686,0.035,
TSN,,New Jersey Division of Investment,98501,0.0349,
TSN,,MFS Investment Management Canada Limited,97654,0.0346,
TSN,,"Emerald Investment Advisers, LLC",97446,0.0345,
TSN,,"Gibraltar Capital Management, Inc.",95849,0.034,
TSN,,Michigan Department of Treasury,95528,0.0339,
TSN,,"Altrius Capital Management, Inc.",93341,0.0331,
TSN,,Tredje AP Fonden,92523,0.0328,
TSN,,"Connor, Clark & Lunn Investment Management Ltd.",91943,0.0326,
TSN,,Calaway Curt,91865,0.0326,
TSN,,Liberty One Investment Management LLC,91845,0.0326,
TSN,,"Comerica, Inc.",91298,0.0324,
TSN,,"Nuveen Asset Management, LLC",91128,0.0323,
TSN,,Lansförsäkringar Fondförvaltning AB,89184,0.0316,
TSN,,Wealthfront Advisers LLC,88289,0.0313,
TSN,,Ohio Public Employees Retirement System,87376,0.031,
TSN,,The Commerce Trust Company,86282,0.0306,
TSN,,Cole (Devin),85803,0.0304,
TSN,,NewSquare Capital LLC,85622,0.0303,
TSN,,abrdn Investment Management Limited,84699,0.03,
TSN,,"Sanctuary Advisors, LLC",83289,0.0295,
TSN,,"CIBC Private Wealth Advisors, Inc.",83285,0.0295,
TSN,,Pathstone,82600,0.0293,
TSN,,Boston Management and Research,82532,0.0293,
TSN,,"Newton Investment Management North America, LLC",81982,0.0291,
TSN,,Brevan Howard Capital Management LP,81451,0.0289,
TSN,,"Everpar Advisors, LLC",81323,0.0288,
TSN,,Johnson Brunetti,81282,0.0288,
TSN,,BMO Capital Markets (US),78886,0.028,
TSN,,"Qsemble Capital Management, LP",78869,0.028,
TSN,,"Neuberger Berman, LLC",78845,0.0279,
TSN,,RBC Global Asset Management Inc.,78616,0.0279,
TSN,,Arizona State Retirement System,76923,0.0273,
TSN,,Czech National Bank,76821,0.0272,
TSN,,"Gabelli Funds, LLC",76800,0.0272,
TSN,,"Palouse Capital Management, Inc.",76204,0.027,
TSN,,"Daiwa Asset Management Co., Ltd.",75995,0.0269,
TSN,,"Howard Capital Management, Inc.",73343,0.026,
TSN,,"Sound Income Strategies, LLC",73115,0.0259,
TSN,,"HSBC Bank USA, N.A.",72305,0.0256,
TSN,,Numerai Gp LLC,71347,0.0253,
TSN,,"Franklin Advisers, Inc.",71251,0.0253,
TSN,,New Wave Wealth Advisors LLC,71112,0.0252,
TSN,,BetaShares Capital Ltd.,70434,0.025,
TSN,,"NISA Investment Advisors, L.L.C.",69687,0.0247,
TSN,,CIBC Asset Management Inc.,69086,0.0245,
TSN,,HRK LUNIS AG,67500,0.0239,
TSN,,"Edgestream Partners, L.P.",66763,0.0237,
TSN,,ProShare Advisors LLC,66528,0.0236,
TSN,,"MetLife Investment Management, LLC",65818,0.0233,
TSN,,SEB Investment Management AB,65750,0.0233,
TSN,,Pennsylvania Public School Employees Retirement System,65706,0.0233,
TSN,,Voya Investment Management LLC,65488,0.0232,
TSN,,Commonwealth Financial Network,65070,0.0231,
TSN,,Capital Fund Management S.A.,64964,0.023,
TSN,,Sowell Management Services,64804,0.023,
TSN,,Keyridge Asset Management Limited,63593,0.0225,
TSN,,"Apricus Wealth, LLC",63090,0.0224,
TSN,,"Royal Fund Management, LLC",63064,0.0224,
TSN,,Cary Street Partners Financial LLC,63013,0.0223,
TSN,,Stonehenge Fondsmæglerselskab A/S,61967,0.022,
TSN,,Goldman Sachs International,61515,0.0218,
TSN,,Tennessee Consolidated Retirement System,61221,0.0217,
TSN,,Vident Asset Management,60194,0.0213,
TSN,,"Keene & Associates, Inc.",60123,0.0213,
TSN,,The Retirement Systems of Alabama,59898,0.0212,
TSN,,Baillie Gifford Overseas Ltd.,59861,0.0212,
TSN,,Mackenzie Financial Corporation,59438,0.0211,
TSN,,Trilogy Capital Inc,59408,0.0211,
TSN,,"Quantbot Technologies, LP",58988,0.0209,
TSN,,Arnhold LLC,58307,0.0207,
TSN,,"WealthPlan Investment Management, LLC",57318,0.0203,
TSN,,Simmons First Trust Company N.A.,56676,0.0201,
TSN,,"Mirae Asset Global Investments Co., Ltd.",56292,0.02,
TSN,,Deka Investment GmbH,56200,0.0199,
TSN,,CAPTRUST Financial Advisors,55922,0.0198,
TSN,,Fideuram - Intesa Sanpaolo Private Banking S.p.a.,55618,0.0197,
TSN,,"Stance Capital, LLC",55323,0.0196,
TSN,,"Mount Yale Investment Advisors, LLC",55100,0.0195,
TSN,,Northern Trust Asset Management Australia Pty Ltd,55070,0.0195,
TSN,,1834 Investment Advisors Co.,54899,0.0195,
TSN,,ARCA Fondi SGR S.p.A,54688,0.0194,
TSN,,BNY Wealth,54329,0.0193,
TSN,,"Osaic Holdings, Inc.",53580,0.019,
TSN,,"Xponance, Inc.",53546,0.019,
TSN,,BMO Nesbitt Burns Inc.,53373,0.0189,
TSN,,Fisher Funds Management Limited,53316,0.0189,
TSN,,Amalgamated Bank Institutional Asset Management & Custody,52613,0.0186,
TSN,,Legal & General Investment Management America Inc.,52571,0.0186,
TSN,,Morris (Wes),52314,0.0185,
TSN,,Mercer Global Investments Management Ltd,51674,0.0183,
TSN,,"Brandes Investment Partners, L.P.",51203,0.0181,
TSN,,"Kayne Anderson Rudnick Investment Management, LLC",50823,0.018,
TSN,,Deckinger (Adam S.),49161,0.0174,
TSN,,Econ Wealth Management LLC,48772,0.0173,
TSN,,"Wells Fargo Bank, N.A.",48735,0.0173,
TSN,,Janus Henderson Investors,48577,0.0172,
TSN,,"Merit Financial Group, LLC",47508,0.0168,
TSN,,"Jump Financial, LLC",47200,0.0167,
TSN,,Nordea Funds Oy,46878,0.0166,
TSN,,Neuberger Berman Canada ULC,46823,0.0166,
TSN,,Swiss Life Asset Management,46013,0.0163,
TSN,,"Voloridge Investment Management, LLC",45990,0.0163,
TSN,,Utah Retirement Systems,45417,0.0161,
TSN,,AEGON Investment Management B.V.,45373,0.0161,
TSN,,PSP Investments,45217,0.016,
TSN,,"NEOS Investment Management, LLC",45170,0.016,
TSN,,Kempner Capital Management Inc.,44273,0.0157,
TSN,,"Northwestern Mutual Capital, LLC",44209,0.0157,
TSN,,Baledge (Les R),44030,0.0156,
TSN,,Meiji Yasuda Asset Management Company Ltd.,43694,0.0155,
TSN,,White (Noel W),43691,0.0155,
TSN,,IFM Investors,43419,0.0154,
TSN,,"Sumitomo Mitsui DS Asset Management Company, Limited",43283,0.0153,
TSN,,Tyson (John Richard),43199,0.0153,
TSN,,Integrated Financial Partners,43114,0.0153,
TSN,,Metropolitan Life Insurance Co. (US),42987,0.0152,
TSN,,Yousif Capital Management LLC,42756,0.0152,
TSN,,"Summit Global Investments, LLC",42414,0.015,
TSN,,Police and Firemen's Retirement System of New Jersey,42366,0.015,
TSN,,Scottish Widows Unit Trust Managers Ltd,42014,0.0149,
TSN,,"Rakuten Investment Management, Inc.",41911,0.0149,
TSN,,Hanson (Jacqueline),41340,0.0147,
TSN,,Community Bank of Raymore,40963,0.0145,
TSN,,CIBC World Markets Inc.,40931,0.0145,
TSN,,"Focus Partners Advisor Solutions, LLC",40841,0.0145,
TSN,,Healthcare Of Ontario Pension Plan,40623,0.0144,
TSN,,Stephens Capital Management,39836,0.0141,
TSN,,JPMorgan Asset Management (Asia Pacific) Limited,39663,0.0141,
TSN,,"The CAPROCK Group, LLC",39602,0.014,
TSN,,Stewart (Brady J.),39513,0.014,
TSN,,"New York Life Investment Management, LLC",39314,0.0139,
TSN,,British Columbia Investment Management Corp.,39011,0.0138,
TSN,,"Cornerstone Wealth Management, LLC",38787,0.0137,
TSN,,"Advisory Services Network, LLC",38699,0.0137,
TSN,,"&Partners, LLC",38582,0.0137,
TSN,,"Vident Investment Advisory, LLC",38489,0.0136,
TSN,,"Thrivent Asset Management, LLC",38267,0.0136,
TSN,,JPMorgan Asset Management U.K. Limited,38239,0.0136,
TSN,,PNC Investments LLC,38139,0.0135,
TSN,,Waterloo Capital,38131,0.0135,
TSN,,Nissay Asset Management Corp.,37919,0.0134,
TSN,,Eaton Vance Management,37874,0.0134,
TSN,,INTECH Investment Management LLC,37810,0.0134,
TSN,,"Sivia Capital Partners, LLC",37667,0.0134,
TSN,,UniSuper Limited,37542,0.0133,
TSN,,Lombard Odier Asset Management (Switzerland) SA,37400,0.0133,
TSN,,IndexIQ Advisors LLC,37130,0.0132,
TSN,,Hexagon Capital Partners LLC,37010,0.0131,
TSN,,"Goldman Sachs Asset Management Co., Ltd.",36967,0.0131,
TSN,,"Sentinel Trust Company, LBA",36500,0.0129,
TSN,,"Coldstream Capital Management, Inc.",36213,0.0128,
TSN,,Alaska Retirement Management Board,36078,0.0128,
TSN,,"Samsung Asset Management Co., Ltd.",35938,0.0127,
TSN,,"Feltz WealthPLAN, Inc.",35844,0.0127,
TSN,,"Summit Trail Advisors, LLC",35818,0.0127,
TSN,,Investment Management Corporation of Ontario,35643,0.0126,
TSN,,MUFG Securities EMEA plc,35604,0.0126,
TSN,,Ilmarinen Mutual Pension Insurance Company,35356,0.0125,
TSN,,Global X Management (AUS) Limited,35347,0.0125,
TSN,,Desjardins Global Asset Management,35251,0.0125,
TSN,,D.A. Davidson & Co.(Research),35205,0.0125,
TSN,,MLC Investments Limited,35005,0.0124,
TSN,,"Horizon Investments, LLC",34932,0.0124,
TSN,,Morningstar Investment Management LLC,34577,0.0123,
TSN,,"The London Company of Virginia, LLC",33920,0.012,
TSN,,"Exchange Traded Concepts, LLC",33725,0.012,
TSN,,"MML Investors Services, LLC",33689,0.0119,
TSN,,"Chartwell Investment Partners, LLC",33434,0.0119,
TSN,,Quadrature Capital LLP,33313,0.0118,
TSN,,abrdn Investments Limited,33266,0.0118,
TSN,,KeyBanc Capital Markets,32964,0.0117,
TSN,,"Forvis Wealth Advisors, LLC",32815,0.0116,
TSN,,"Cambridge Investment Research Advisors, Inc.",32598,0.0116,
TSN,,Oregon Public Employees Retirement System,32333,0.0115,
TSN,,Amundi Deutschland GmbH,32329,0.0115,
TSN,,Schomburger (Jeffrey K),31602,0.0112,
TSN,,Schonfeld Strategic Advisors LLC,31097,0.011,
TSN,,Russell Investments Limited,31040,0.011,
TSN,,"IA Global Asset Management, Inc.",30438,0.0108,
TSN,,LaFleur & Godfrey LLC,30368,0.0108,
TSN,,"Vanguard Personalized Indexing Management, LLC",30329,0.0108,
TSN,,"Greenwood Capital Associates, LLC",30203,0.0107,
TSN,,Mutual of America Capital Management LLC,30012,0.0106,
TSN,,Truist Bank,29928,0.0106,
TSN,,ASR Vermogensbeheer N.V.,29687,0.0105,
TSN,,"RBC Dominion Securities, Inc.",29478,0.0104,
TSN,,Chicago Partners Wealth Advisors,29324,0.0104,
TSN,,Allstate Investments LLC,29289,0.0104,
TSN,,Integrated Advisors Network LLC,29200,0.0104,
TSN,,DFA Australia Ltd.,28994,0.0103,
TSN,,F/M Investments LLC,28882,0.0102,
TSN,,Tudor Investment Corporation,28857,0.0102,
TSN,,Beebe (Mike D),28830,0.0102,
TSN,,OP Varainhoito Oy,28650,0.0102,
TSN,,"CornerCap Investment Counsel, Inc.",28558,0.0101,
TSN,,"Naples Global Advisors, LLC",28508,0.0101,
TSN,,Allianz SE,28346,0.01,
TSN,,"Sequoia Financial Group, LLC",28342,0.01,
TSN,,"Fulton Financial Advisors, N.A.",28142,0.01,
TSN,,"Directional Asset Management, LLC",28047,0.0099,
TSN,,Santander Asset Management UK Limited,27926,0.0099,
TSN,,"Wolverine Trading, LLC",27904,0.0099,
TSN,,Sierra Summit Advisors LLC,27866,0.0099,
TSN,,Miller (Cheryl S),27585,0.0098,
TSN,,Kornitzer Capital Management Inc.,27575,0.0098,
TSN,,"Great Lakes Advisors, LLC",27543,0.0098,
TSN,,ABN AMRO Investment Solutions (AAIS),27526,0.0098,
TSN,,F. L. Putnam Investment Management Co.,27493,0.0097,
TSN,,State Street Investment Management (Canada),27384,0.0097,
TSN,,KBC Group NV,27297,0.0097,
TSN,,"Pacer Advisors, Inc.",27280,0.0097,
TSN,,Unison Advisors LLC,27152,0.0096,
TSN,,"Cutler Capital Management, L.L.C.",27007,0.0096,
TSN,,Versor Investments LP,26966,0.0096,
TSN,,CooksonPeirce Wealth Management,26636,0.0094,
TSN,,"Choreo, LLC",26629,0.0094,
TSN,,BlackRock Asset Management Deutschland AG,26619,0.0094,
TSN,,Public Employees' Retirement Association of CO,26545,0.0094,
TSN,,"Tweedy, Browne Company LLC",26123,0.0093,
TSN,,Money Concepts Capital Corp,26108,0.0093,
TSN,,Oak Thistle LLC,25926,0.0092,
TSN,,Homrich Berg,25805,0.0091,
TSN,,Havemeyer Place LP,25486,0.009,
TSN,,"Alpine Woods Capital Investors, LLC",25448,0.009,
TSN,,Rare Wolf Capital LLC,25289,0.009,
TSN,,Tolomeo Capital AG,24087,0.0085,
TSN,,CGM-AZIMUT MONACO,24000,0.0085,
TSN,,Bull Harbor Capital LLC,23961,0.0085,
TSN,,"Fortress Private Ledger, LLC.",23747,0.0084,
TSN,,Baring Asset Management Ltd.,23596,0.0084,
TSN,,Genter Capital Management,23562,0.0084,
TSN,,Davenport Asset Management,23419,0.0083,
TSN,,"Hightower Advisors, LLC",23412,0.0083,
TSN,,Barings LLC,23028,0.0082,
TSN,,Williams Jones Wealth Management LLC,22944,0.0081,
TSN,,"Horrell Capital Management, Inc.",22937,0.0081,
TSN,,"Sweet Financial Partners, LLC",22924,0.0081,
TSN,,Banco Bilbao Vizcaya Argentaria S.A.(Asset Management).,22589,0.008,
TSN,,PGB Trust & Investments,22575,0.008,
TSN,,Adhesion Wealth Advisor Solutions,22419,0.0079,
TSN,,Kentucky Teachers' Retirement System,22405,0.0079,
TSN,,Vestcor Inc,22321,0.0079,
TSN,,BI Asset Management Fondsmæglerselskab A/S,22239,0.0079,
TSN,,Degroof Petercam Asset Services SA,22000,0.0078,
TSN,,Nykredit Bank AS,21981,0.0078,
TSN,,"Inscription Capital, LLC",21933,0.0078,
TSN,,"EP Wealth Advisors, LLC",21929,0.0078,
TSN,,abrdn Alternative Investments Limited,21868,0.0078,
TSN,,"Granite Group Advisors, LLC",21768,0.0077,
TSN,,"SG Trading Solutions, LLC",21685,0.0077,
TSN,,"Aptus Capital Advisors, LLC",21420,0.0076,
TSN,,"IMC Chicago, LLC",21370,0.0076,
TSN,,MarketDesk Indices LLC,21205,0.0075,
TSN,,"Harbour Investments, Inc",21167,0.0075,
TSN,,Invesco Hong Kong Limited,21113,0.0075,
TSN,,"Lido Advisors, LLC",21105,0.0075,
TSN,,Acadian Asset Management LLC,20993,0.0074,
TSN,,"Advisors Asset Management, Inc.",20906,0.0074,
TSN,,Hedges Asset Management LLC,20750,0.0074,
TSN,,"Hennion & Walsh Asset Management, Inc.",20700,0.0073,
TSN,,Machina Capital S.A.S.,20400,0.0072,
TSN,,Richard Bernstein Advisors LLC,20134,0.0071,
TSN,,Wilmington Trust Investment Management LLC,20113,0.0071,
TSN,,The Burney Company,20066,0.0071,
TSN,,Bronczek (David J),20045,0.0071,
TSN,,"VELA Investment Management, LLC",19948,0.0071,
TSN,,Elo Mutual Pension Insurance Company,19883,0.007,
TSN,,"Blue Sparrow, LLC",19840,0.007,
TSN,,Everstar Asset Management LLC,19813,0.007,
TSN,,Fidelity Investments Canada ULC,19798,0.007,
TSN,,UBS Switzerland AG,19614,0.007,
TSN,,CCM Investment Group LLC,19525,0.0069,
TSN,,"Crossmark Global Investments, Inc",19363,0.0069,
TSN,,BMO Harris Bank N.A.,19339,0.0069,
TSN,,"Voya Investments, LLC",19318,0.0068,
TSN,,"Wells Fargo Investment Institute, Inc.",19226,0.0068,
TSN,,BlackRock (Singapore) Limited,19174,0.0068,
TSN,,Westpac Banking Corporation,19100,0.0068,
TSN,,"Peddock Capital Advisors, LLC",19048,0.0068,
TSN,,Narron (Kyle),19046,0.0068,
TSN,,BlackRock (Luxembourg) S.A.,18906,0.0067,
TSN,,Syon Capital LLC,18750,0.0066,
TSN,,Janney Montgomery Scott LLC,18553,0.0066,
TSN,,Krilogy Financial LLC,18412,0.0065,
TSN,,"Hodges Capital Management, Inc.",18400,0.0065,
TSN,,"O'Shaughnessy Asset Management, LLC",18167,0.0064,
TSN,,"Curran Financial Partners, LLC",18119,0.0064,
TSN,,Tectonic Advisors LLC,17967,0.0064,
TSN,,VanEck Investments Ltd.,17915,0.0064,
TSN,,"Orion Portfolio Solutions, LLC",17906,0.0063,
TSN,,"CSS, LLC",17830,0.0063,
TSN,,"Sovereign's Capital Management, LLC",17820,0.0063,
TSN,,Azimut Investments S.A.,17803,0.0063,
TSN,,"6th Street Advisors, LLC",17772,0.0063,
TSN,,Borras (Maria Claudia),17661,0.0063,
TSN,,Kentucky Retirement Systems,17566,0.0062,
TSN,,Schroder Investment Management Ltd. (SIM),17378,0.0062,
TSN,,"Baker Avenue Asset Management, LP",17285,0.0061,
TSN,,Arvest Wealth Management,17170,0.0061,
TSN,,"Convergence Investment Partners, LLC",17068,0.006,
TSN,,"Mizuho Securities USA, LLC.",17052,0.006,
TSN,,"MAI Capital Management, LLC",16887,0.006,
TSN,,Rafferty Asset Management LLC,16885,0.006,
TSN,,"Kestra Advisory Services, LLC",16692,0.0059,
TSN,,Grantham Mayo Van Otterloo & Co LLC,16512,0.0059,
TSN,,"Walker Asset Management, LLC.",16354,0.0058,
TSN,,Ethic Inc.,16205,0.0057,
TSN,,BlackRock Advisors (UK) Limited,16086,0.0057,
TSN,,GLG LLC,15955,0.0057,
TSN,,"Gateway Investment Advisers, LLC",15949,0.0057,
TSN,,Hartford Investment Management Company,15890,0.0056,
TSN,,"Jacobi Capital Management, LLC",15714,0.0056,
TSN,,"Bridgewater Associates, LP",15708,0.0056,
TSN,,Varcov Co.,15703,0.0056,
TSN,,National Mutual Funds Management Ltd.,15699,0.0056,
TSN,,Savant Wealth Management,15670,0.0056,
TSN,,Aaron Wealth Advisors LLC,15586,0.0055,
TSN,,Jordan Park Group LLC,15566,0.0055,
TSN,,"Camelot Portfolios, LLC",15541,0.0055,
TSN,,Goldman Sachs Bank AG,15426,0.0055,
TSN,,"Kera Capital Partners, Inc.",15342,0.0054,
TSN,,Mendel Capital Management LLC,15279,0.0054,
TSN,,"Integrity Alliance, LLC",15137,0.0054,
TSN,,Desjardins Financial Security Life Assurance Company,15122,0.0054,
TSN,,"Kovitz Investment Group Partners, LLC",15065,0.0053,
TSN,,Park Avenue Securities LLC,15038,0.0053,
TSN,,AE Wealth Management LLC,14954,0.0053,
TSN,,"Bridgefront Capital, LLC",14883,0.0053,
TSN,,"Bosera Asset Management Co., Ltd.",14832,0.0053,
TSN,,"Trust & Investment Advisors, Inc",14804,0.0052,
TSN,,"Curi Capital, LLC",14675,0.0052,
TSN,,Louisiana State Employees' Retirement System,14400,0.0051,
TSN,,JOHCM (USA) Inc,14288,0.0051,
TSN,,Pallas Capital Advisors LLC,14235,0.005,
TSN,,Invesco Management SA,14222,0.005,
TSN,,"Alphamark Advisors, LLC",14184,0.005,
TSN,,"Simplex Trading, LLC",14015,0.005,
TSN,,Maryland State Retirement & Pension System,13994,0.005,
TSN,,"EverSource Wealth Advisors, LLC",13968,0.005,
TSN,,NorthCrest Asset Manangement LLC,13920,0.0049,
TSN,,Deutsche Asset Management Americas,13895,0.0049,
TSN,,HSBC Global Asset Management (France) S.A.,13849,0.0049,
TSN,,Huntington Private Financial Group,13756,0.0049,
TSN,,"Invesco Management Group, Inc.",13723,0.0049,
TSN,,Bank of Singapore Limited,13583,0.0048,
TSN,,"U.S. Bancorp Asset Management, Inc.",13561,0.0048,
TSN,,Waddell & Associates Inc.,13355,0.0047,
TSN,,Bangor Savings Bank,13342,0.0047,
TSN,,XTX Markets LLC,13292,0.0047,
TSN,,DBX Advisors LLC.,13277,0.0047,
TSN,,State Street Investment Management Australia Ltd.,13258,0.0047,
TSN,,Aquatic Capital Management LLC,13212,0.0047,
TSN,,New Mexico Educational Retirement Board,13165,0.0047,
TSN,,Dark Forest Capital Management LP,13127,0.0047,
TSN,,"Korea Investment Management Co., Ltd.",13106,0.0046,
TSN,,"Pflug Koory, L.L.C.",13096,0.0046,
TSN,,OMERS Administration Corporation,13031,0.0046,
TSN,,BOCI-Prudential Asset Management Ltd.,12945,0.0046,
TSN,,"Farther Finance Advisors, LLC",12939,0.0046,
TSN,,"Manning & Napier Advisors, LLC",12900,0.0046,
TSN,,"Yuanta Securities Investment Trust Co., Ltd.",12876,0.0046,
TSN,,"Allworth Financial, L.P.",12866,0.0046,
TSN,,"Copperwynd Financial, LLC_NLE",12831,0.0045,
TSN,,Moors & Cabot Inc.,12792,0.0045,
TSN,,Cadence Bank,12791,0.0045,
TSN,,Signal Iduna Asset Management GmbH,12743,0.0045,
TSN,,NORINCHUKIN BANK,12615,0.0045,
TSN,,Tower Research Capital LLC,12613,0.0045,
TSN,,Perbak Capital Partners LLP,12603,0.0045,
TSN,,Groupama Asset Management,12562,0.0045,
TSN,,United Super Pty. Ltd.,12400,0.0044,
TSN,,"Carrera Asset Management Co., Ltd.",12400,0.0044,
TSN,,"Burford Brothers, Inc.",12390,0.0044,
TSN,,"Franklin Templeton Institutional, LLC",12350,0.0044,
TSN,,Verition Fund Management LLC,12327,0.0044,
TSN,,"Evolve Private Wealth, LLC",12280,0.0044,
TSN,,Eurizon SLJ Capital Limited,12278,0.0044,
TSN,,"Franklin Advisory Services, LLC",12148,0.0043,
TSN,,Jeppson Wealth Management LLC,12121,0.0043,
TSN,,Eurizon Capital SGR S.p.A.,12089,0.0043,
TSN,,Keynote Financial Services LLC,12089,0.0043,
TSN,,"Atria Wealth Solutions, Inc.",11938,0.0042,
TSN,,"Tokio Marine Asset Management Co., Ltd.",11699,0.0041,
TSN,,MultiConcept Fund Management S.A.,11596,0.0041,
TSN,,Northwest Asset Management,11582,0.0041,
TSN,,"Waverly Advisors, LLC",11433,0.0041,
TSN,,B. Metzler seel. Sohn & Co AG,11233,0.004,
TSN,,"KB Asset Management Co., Ltd.",11217,0.004,
TSN,,"Caerus Investment Advisors, LLC",11185,0.004,
TSN,,"Avantax Advisory Services, Inc.",11165,0.004,
TSN,,Woodline Partners LP,11041,0.0039,
TSN,,Garner Asset Management Corporation,11040,0.0039,
TSN,,INVESCO Asset Management Limited,10807,0.0038,
TSN,,Ipsen Advisor Group LLC,10789,0.0038,
TSN,,"Lion Street Advisors, LLC",10773,0.0038,
TSN,,"Capstone Investment Advisors, LLC",10699,0.0038,
TSN,,Bondar Lori J,10591,0.0038,
TSN,,Arax Advisory Partners,10550,0.0037,
TSN,,"Millennium Capital Advisors, LLC",10455,0.0037,
TSN,,Chesapeake Capital Corp,10435,0.0037,
TSN,,Blueprint Investment Partners LLC,10435,0.0037,
TSN,,"SBI Okasan Asset Management Co., Ltd.",10400,0.0037,
TSN,,Daiwa Asset Management (Singapore) Ltd.,10368,0.0037,
TSN,,Morgan Stanley & Co. International Plc,10324,0.0037,
TSN,,UBS Asset Management Switzerland AG,10301,0.0037,
TSN,,Calamos Advisors LLC,10216,0.0036,
TSN,,"WBI Investments, LLC",10197,0.0036,
TSN,,Jackson Creek Investment Advisors LLC,10149,0.0036,
TSN,,Rothschild Investment Corporation,10135,0.0036,
TSN,,"Apollon Wealth Management, LLC",10122,0.0036,
TSN,,Hollencrest Capital Management,10001,0.0035,
TSN,,Osiris Asset Management AG,10000,0.0035,
TSN,,"Alpha Architect, LLC",9981,0.0035,
TSN,,Meiji Yasuda Life Insurance Company,9961,0.0035,
TSN,,"HUB Investment Partners, LLC",9883,0.0035,
TSN,,Quinn (Katherine B),9812,0.0035,
TSN,,V-Square Quantitative Management LLC,9723,0.0034,
TSN,,"Perigon Wealth Management, LLC",9687,0.0034,
TSN,,Jefferies LLC,9625,0.0034,
TSN,,Wedmont Private Capital LLC,9618,0.0034,
TSN,,MD Financial Management Inc.,9596,0.0034,
TSN,,Lathrop Investment Management Corporation,9592,0.0034,
TSN,,"Regions Investment Management, Inc.",9539,0.0034,
TSN,,Cidel Asset Management Inc.,9477,0.0034,
TSN,,"Sterling Capital Management, LLC",9442,0.0033,
TSN,,Macquarie Investment Management Global Ltd.,9307,0.0033,
TSN,,"Probity Advisors, Inc.",9268,0.0033,
TSN,,Pinnacle Associates Ltd.,9188,0.0033,
TSN,,"Pensionmark Financial Group, LLC",9077,0.0032,
TSN,,"TWIN Capital Management, Inc.",9041,0.0032,
TSN,,"Full Sail Capital, LLC",9029,0.0032,
TSN,,Northwestern Mutual Investment Management Company LLC,9026,0.0032,
TSN,,"Strategic Investment Advisors, Inc.",8979,0.0032,
TSN,,"Miller Global Investments, L.L.C.",8915,0.0032,
TSN,,Lecap Asset Management Ltd,8837,0.0031,
TSN,,BNP Paribas Asset Management Europe SAS,8831,0.0031,
TSN,,The Sanibel Captiva Trust Company,8752,0.0031,
TSN,,"Foster & Motley, Inc.",8741,0.0031,
TSN,,"Mitsubishi UFJ Alternative Investments Co., Ltd.",8700,0.0031,
TSN,,"Transcend Capital Advisors, LLC",8692,0.0031,
TSN,,"United Capital Financial Advisors, LLC",8673,0.0031,
TSN,,"Modern Wealth Management, LLC",8658,0.0031,
TSN,,"Citizens Financial Group, Inc.",8585,0.003,
TSN,,AXA Investment Managers UK Ltd.,8469,0.003,
TSN,,Martinez (Maria N.),8398,0.003,
TSN,,Sygnia Asset Management,8381,0.003,
TSN,,"Franklin Templeton Portfolio Advisors, Inc",8368,0.003,
TSN,,"Capital Investment Advisors, LLC",8306,0.0029,
TSN,,GAMMA Investing LLC,8290,0.0029,
TSN,,PensionDanmark A/S,8215,0.0029,
TSN,,"Sentinus, LLC",8182,0.0029,
TSN,,Empirical Wealth Management,8151,0.0029,
TSN,,"Camden Capital, LLC",8150,0.0029,
TSN,,North Dakota State Investment Board,8086,0.0029,
TSN,,"BBVA Asset Management, S.A., S.G.I.I.C.",8054,0.0029,
TSN,,Shell Asset Management Company B.V.,8045,0.0029,
TSN,,"Metis Global Partners, LLC",8036,0.0028,
TSN,,"Jackson Thornton Asset Management, LLC",7994,0.0028,
TSN,,"Palisade Asset Management, LLC",7965,0.0028,
TSN,,Central Trust & Investment Company,7950,0.0028,
TSN,,Azimut Capital Management Sgr SpA,7930,0.0028,
TSN,,Aster Capital Management (DIFC) Ltd,7894,0.0028,
TSN,,"Boothbay Fund Management, LLC",7806,0.0028,
