Instrument,Company Common Name,Investor Full Name,Investor Shares Held,Holdings Pct Of Traded Shares Held,Close Price
DE,,"Bear Mountain Capital, Inc.",0,0.0,
DE,,Lecap Asset Management Ltd,0,0.0,
DE,,"Visionary Horizons, LLC",0,0.0,
DE,,"Leibman Financial Services, Inc.",0,0.0,
DE,,"Jamison Private Wealth Management, Inc.",0,0.0,
DE,,"Change Finance, P.B.C.",0,0.0,
DE,,West Paces Advisors Inc.,0,0.0,
DE,,Strategic Advocates LLC,0,0.0,
DE,,W & S Portfoliomanagement GmbH,0,0.0,
DE,,Peoples Bank/KS,0,0.0,
DE,,"Polymer Capital Management (US), LLC",0,0.0,
DE,,Armstrong Fleming & Moore Inc,0,0.0,
DE,,"IA Global Asset Management, Inc.",0,0.0,
DE,,"Franklin Managed Options Strategies, LLC",0,0.0,
DE,,Seven Mile Advisory,0,0.0,
DE,,"Fortune Financial Advisors, LLC",0,0.0,
DE,,Glass Jacobson Wealth Advisors,0,0.0,
DE,,"Swan Capital, LLC",0,0.0,
DE,,"Imprint Wealth, LLC",0,0.0,
DE,,Consolidated Portfolio Review Corp,0,0.0,
DE,,Whitaker-Myers Wealth Managers Ltd,0,0.0,
DE,,"Empire Financial Management Company, LLC",0,0.0,
DE,,Tandem Wealth Advisors LLC,0,0.0,
DE,,"Ruedi Wealth Management, Inc",0,0.0,
DE,,"Applied Finance Capital Management, LLC",0,0.0,
DE,,TFB Advisors LLC,0,0.0,
DE,,Sherbrooke Park Advisors LLC,0,0.0,
DE,,Numerai Gp LLC,0,0.0,
DE,,LGT Financial Advisors LLC,0,0.0,
DE,,"Worth Financial Advisory Group, LLC",0,0.0,
DE,,"Arista Wealth Management, LLC",0,0.0,
DE,,"AXQ Capital, LP",0,0.0,
DE,,"Qsemble Capital Management, LP",0,0.0,
DE,,Commonwealth Retirement Investments LLC,0,0.0,
DE,,"Mendota Financial Group, LLC",0,0.0,
DE,,"Olistico Wealth, LLC",0,0.0,
DE,,"Redwood Wealth Management Group, LLC",0,0.0,
DE,,"Mainsail Financial Group, LLC",0,0.0,
DE,,"Cyndeo Wealth Partners, LLC",0,0.0,
DE,,RFP Financial Group LLC,0,0.0,
DE,,Global Wealth Strategies & Associates,0,0.0,
DE,,"ASB Consultores, LLC",0,0.0,
DE,,JDM Financial Group LLC,0,0.0,
DE,,Sellwood Consulting LLC,0,0.0,
DE,,Itau Unibanco Asset Management Ltda,0,0.0,
DE,,"Essential Planning, LLC",0,0.0,
DE,,W.H. Cornerstone Investments Inc,0,0.0,
DE,,"Aspen Grove Capital, LLC",0,0.0,
DE,,"Coastwise Capital Group, LLC",0,0.0,
DE,,"First National Advisers, LLC",0,0.0,
DE,,The Retirement Guys Formula LLC,0,0.0,
DE,,Range Financial Group LLC,0,0.0,
DE,,Redwood Financial Network Corp,0,0.0,
DE,,"FSC Wealth Advisors, LLC",0,0.0,
DE,,"The High Net Worth Advisory Group, LLC",0,0.0,
DE,,Aletheian Wealth Advisors LLC,0,0.0,
DE,,"Capstone Wealth Management Group, LLC",0,0.0,
DE,,"Rise Advisors, LLC",0,0.0,
DE,,"Pinnacle Wealth Management, LLC",0,0.0,
DE,,"Mid-American Wealth Advisory Group, Inc.",0,0.0,
DE,,"Guardian Wealth Management, Inc.",0,0.0,
DE,,MBB Public Markets I LLC,0,0.0,
DE,,"Western Pacific Wealth Management, LP",0,0.0,
DE,,JMAC Enterprises LLC,0,0.0,
DE,,"Financial Connections Group, Inc.",0,0.0,
DE,,CenterBook Partners LP,0,0.0,
DE,,"CarsonAllaria Wealth Management, Ltd.",0,0.0,
DE,,GreenUp Wealth Management,0,0.0,
DE,,Fractal Investments LLC,0,0.0,
DE,,State of Wyoming,0,0.0,
DE,,"K2/D&S Management Co., L.L.C.",0,0.0,
DE,,"Scissortail Wealth Management, LLC",0,0.0,
DE,,"Peterson Wealth Services, Inc.",0,0.0,
DE,,BOWMAN & CO S.C.,0,0.0,
DE,,OverRidge Wealth Advisors,0,0.0,
DE,,"Claris Advisors, LLC",0,0.0,
DE,,"Shelton Wealth Management, LLC",0,0.0,
DE,,"LRT Capital Management, LLC",0,0.0,
DE,,"White Knight Strategic Wealth Advisors, LLC",0,0.0,
DE,,Schroder & Co. (Asia) Ltd,0,0.0,
DE,,Strong Tower Advisory Services LLC,0,0.0,
DE,,"Alphajet Fair Investors, SAS",0,0.0,
DE,,"The Future Fund, LLC",0,0.0,
DE,,"Threadgill Financial, LLC",0,0.0,
DE,,RWS Vermögensplanung AG,0,0.0,
DE,,FIFTHDELTA Ltd,0,0.0,
DE,,Perbak Capital Partners LLP,0,0.0,
DE,,Dark Forest Capital Management LP,0,0.0,
DE,,Eagle Bay Family Office,0,0.0,
DE,,"Beacon Capital Management, LLC",0,0.0,
DE,,Impact Investors Inc,0,0.0,
DE,,Savoie Capital LLC,0,0.0,
DE,,Regency Capital Management Inc,0,0.0,
DE,,"Continuum Advisory, LLC",0,0.0,
DE,,Optiver Holding B.V.,0,0.0,
DE,,"Precision Wealth Strategies, LLC",0,0.0,
DE,,"Naviter Wealth, LLC",0,0.0,
DE,,Morgan Stanley Bank Asia Ltd,0,0.0,
DE,,Hoese & Co LLP,0,0.0,
DE,,Altus Wealth Group LLC,0,0.0,
DE,,Humankind Investments LLC,0,0.0,
DE,,AAFMAA Wealth Management & Trust LLC,0,0.0,
DE,,"Synergy Asset Management, LLC",0,0.0,
DE,,"Mach-1 Financial Group, Inc.",0,0.0,
DE,,Bluesphere Advisors LLC,0,0.0,
DE,,First Trust Direct Indexing L.P.,0,0.0,
DE,,Liontrust Investment Partners LLP,0,0.0,
DE,,MMA Asset Management LLC,0,0.0,
DE,,OneAscent Wealth Management LLC,0,0.0,
DE,,Council Oak Wealth Advisors,0,0.0,
DE,,Symmetry Investments LP,0,0.0,
DE,,Future Financial Wealth Management Group LLC,0,0.0,
DE,,"Ellsworth Advisors, LLC",0,0.0,
DE,,"McClarren Financial Advisors, Inc.",0,0.0,
DE,,"Northstar Advisory Group, LLC",0,0.0,
DE,,Cartenna Capital LP,0,0.0,
DE,,Leatherback Asset Management LLC,0,0.0,
DE,,Cordant Wealth Partners,0,0.0,
DE,,Landseer Asset Management (UK) LLP,0,0.0,
DE,,"Leo Wealth, LLC",0,0.0,
DE,,"Planned Solutions, Inc",0,0.0,
DE,,PRIVACON Vermögensverwaltung GmbH,0,0.0,
DE,,"Warren Street Wealth Advisors, LLC",0,0.0,
DE,,"Willis Johnson & Associates, Inc.",0,0.0,
DE,,Octavia Wealth Advisors LLC.,0,0.0,
DE,,Bornite Capital Management LP,0,0.0,
DE,,RMR Wealth Builders Inc,0,0.0,
DE,,Carolinas Wealth Consulting LLC,0,0.0,
DE,,TwinBeech Capital LP,0,0.0,
DE,,Hyperion Capital Advisors LP,0,0.0,
DE,,"Fortis Capital Management, L.L.C.",0,0.0,
DE,,Volterra Technologies LP,0,0.0,
DE,,Bellevue Asset Management LLC,0,0.0,
DE,,"NWK Group, Inc.",0,0.0,
DE,,Quilter Cheviot Europe Ltd,0,0.0,
DE,,"DCF Advisers, LLC",0,0.0,
DE,,TL Private Wealth LLC,0,0.0,
DE,,Horizon Bancorp Inc,0,0.0,
DE,,"Strategic Wealth Investment Group, LLC",0,0.0,
DE,,"Summit Wealth Group, LLC",0,0.0,
DE,,"Carolina Wealth Advisors, LLC",0,0.0,
DE,,AXS Investments LLC,0,0.0,
DE,,"Howard Wealth Management, LLC",0,0.0,
DE,,PBMares Wealth Management LLC,0,0.0,
DE,,"SkyOak Wealth, LLC",0,0.0,
DE,,Bay Rivers Group Wealth Partners,0,0.0,
DE,,"J.W. Cole Advisors, Inc.",0,0.0,
DE,,DONNER & REUSCHEL Luxemburg S.A.,0,0.0,
DE,,Nebula Research & Development LLC,0,0.0,
DE,,North Capital Inc.,0,0.0,
DE,,ODDO BHF Asset Management LUX,0,0.0,
DE,,Morningstar Investment Management LLC,0,0.0,
DE,,Stokes Family Office LLC,0,0.0,
DE,,OnePoint BFG Wealth Partners,0,0.0,
DE,,Appian Way Asset Management LP,0,0.0,
DE,,Briaud Financial Advisors,0,0.0,
DE,,Aegon UK plc,0,0.0,
DE,,First National Corporation,0,0.0,
DE,,"Pacific Capital Wealth Advisors, Inc.",0,0.0,
DE,,Investec Wealth and Investment Management Pty Ltd,0,0.0,
DE,,"Delos Wealth Advisers, LLC",0,0.0,
DE,,"Moseley Investment Management, Inc",0,0.0,
DE,,Easterly Investment Partners LLC,0,0.0,
DE,,Machina Capital S.A.S.,0,0.0,
DE,,Severin Investments LLC,0,0.0,
DE,,Capasso Planning Partners LLC,0,0.0,
DE,,Banca Aletti & C. (Suisse) SA,0,0.0,
DE,,VanEck Investments Ltd.,0,0.0,
DE,,Canopy Wealth Management,0,0.0,
DE,,"Executive Wealth Management, LLC",0,0.0,
DE,,Knuff & Company LLC,0,0.0,
DE,,"Aspire Private Capital, LLC",0,0.0,
DE,,"Cynosure Management, L.L.C.",0,0.0,
DE,,Neo Ivy Capital Management LLC,0,0.0,
DE,,Little House Capital LLC,0,0.0,
DE,,"Outlook Wealth Advisors, LLC",0,0.0,
DE,,Compton Wealth Advisory Group L.L.C.,0,0.0,
DE,,"Insight Wealth Strategies, LLC",0,0.0,
DE,,Reston Wealth Management L.L.C.,0,0.0,
DE,,Trivium Point Advisory LLC,0,0.0,
DE,,"Jackson Hole Capital Partners, LLC_NLE",0,0.0,
DE,,"Wambolt & Associates, LLC",0,0.0,
DE,,"Mill Creek Capital Advisors, LLC",0,0.0,
DE,,"Strategic Family Wealth Counselors, L.L.C",0,0.0,
DE,,Navalign Wealth Partners,0,0.0,
DE,,"Concourse Financial Group Securities, Inc",0,0.0,
DE,,Banque Transatlantique Belgium SA,0,0.0,
DE,,"Main Management ETF Advisors, LLC",0,0.0,
DE,,"Canton Hathaway, LLC",0,0.0,
DE,,"Sage Mountain Advisors, LLC",0,0.0,
DE,,WorldQuant Millennium Advisors LLC,0,0.0,
DE,,"Atticus Wealth Management, LLC",0,0.0,
CNH,CNH Industrial NV,Giovanni Agnelli B V,366927900,29.5921,10.38
CNH,,"BlackRock Institutional Trust Company, N.A.",77076693,6.2161,
CNH,,Harris Associates L.P.,58127119,4.6879,
CNH,,"Hotchkis and Wiley Capital Management, LLC",43625356,3.5183,
CNH,,"Vanguard Portfolio Management, LLC",38037394,3.0677,
CNH,,State Street Investment Management (US),37837279,3.0515,
CNH,,"Vanguard Capital Management, LLC",37046314,2.9877,
CNH,,Artisan Partners Limited Partnership,31333813,2.527,
CNH,,"Dimensional Fund Advisors, L.P.",29204840,2.3553,
CNH,,"Templeton Investment Counsel, L.L.C.",26117838,2.1064,
CNH,,"Sanders Capital, LLC",24724709,1.994,
CNH,,AllianceBernstein L.P.,21305877,1.7183,
CNH,,"Tweedy, Browne Company LLC",20150358,1.6251,
CNH,,"Geode Capital Management, L.L.C.",18134797,1.4625,
CNH,,"Gabelli Funds, LLC",14631113,1.18,
CNH,,Marathon-London,11664413,0.9407,
CNH,,LSV Asset Management,11371611,0.9171,
CNH,,"BlackRock Financial Management, Inc.",10822379,0.8728,
CNH,,"Newton Investment Management North America, LLC",10074602,0.8125,
CNH,,"Thrivent Asset Management, LLC",9850101,0.7944,
CNH,,"AQR Capital Management, LLC",9275940,0.7481,
CNH,,Barrow Hanley Global Investors,8182121,0.6599,
CNH,,"Charles Schwab Investment Management, Inc.",7431763,0.5994,
CNH,,BlackRock Asset Management Ireland Limited,6835623,0.5513,
CNH,,BNP Paribas Securities Corp. North America,6826379,0.5505,
CNH,,"Northern Trust Investments, Inc.",6050541,0.488,
CNH,,"Wellington Management Company, LLP",5837430,0.4708,
CNH,,UBS Asset Management (UK) Ltd.,5494610,0.4431,
CNH,,Vanguard Fiduciary Trust Co,5444988,0.4391,
CNH,,Schroder Investment Management Ltd. (SIM),5438662,0.4386,
CNH,,Mellon Investments Corporation,5258294,0.4241,
CNH,,"BlackRock Investment Management, LLC",5040698,0.4065,
CNH,,"Franklin Mutual Advisers, LLC",4937597,0.3982,
CNH,,BlackRock Investment Management (UK) Ltd.,4929765,0.3976,
CNH,,First Pacific Advisors LP,4809255,0.3879,
CNH,,"Brandywine Global Investment Management, LLC",4675382,0.3771,
CNH,,SEI Investments Management Corporation,4666201,0.3763,
CNH,,Anchor Capital Advisors LLC,4622073,0.3728,
CNH,,"Bestinver Gestión S.A., S.G.I.I.C.",4339468,0.35,
CNH,,"Greenlight Capital, Inc.",4188940,0.3378,
CNH,,Citadel Advisors LLC,4005689,0.3231,
CNH,,Russell Investments Trust Company,3823595,0.3084,
CNH,,"UBS Financial Services, Inc.",3806703,0.307,
CNH,,"Southeastern Asset Management, Inc.",3716808,0.2998,
CNH,,Nomura Investment Management Business Trust,3677975,0.2966,
CNH,,Norges Bank Investment Management (NBIM),3655662,0.2948,
CNH,,"Two Sigma Investments, LP",3651622,0.2945,
CNH,,Van Lanschot Kempen Investment Management NV,3624464,0.2923,
CNH,,"Permian Investment Partners, LP",3617840,0.2918,
CNH,,Pictet Asset Management Ltd.,3612400,0.2913,
CNH,,Franklin Templeton Investments Corporation,3546853,0.286,
CNH,,Legal & General Investment Management Ltd.,3445883,0.2779,
CNH,,Templeton Asset Management Ltd.,3437910,0.2773,
CNH,,Sparinvest S.A.,3236538,0.261,
CNH,,Squarepoint Capital LLP,3130401,0.2525,
CNH,,Mackenzie Financial Corporation,3092247,0.2494,
CNH,,Morgan Stanley & Co. LLC,3031302,0.2445,
CNH,,Parametric Portfolio Associates LLC,3014858,0.2431,
CNH,,"Parnassus Investments, LLC",2865167,0.2311,
CNH,,"Great Lakes Advisors, LLC",2807961,0.2265,
CNH,,Marshall Wace LLP,2746900,0.2215,
CNH,,"Dimensional Fund Advisors, Ltd.",2731930,0.2203,
CNH,,"Brandes Investment Partners, L.P.",2720192,0.2194,
CNH,,WorldQuant Millennium Advisors LLC,2709079,0.2185,
CNH,,HSBC Global Asset Management (UK) Limited,2634621,0.2125,
CNH,,Van Eck Associates Corporation,2588085,0.2087,
CNH,,Schweizerische Nationalbank,2560498,0.2065,
CNH,,Franklin Templeton Financial Co,2529860,0.204,
CNH,,"Susquehanna Fundamental Investments, LLC",2528496,0.2039,
CNH,,Citi Investment Research (US),2517901,0.2031,
CNH,,BlackRock Asset Management Canada Limited,2483278,0.2003,
CNH,,Grantham Mayo Van Otterloo & Co LLC,2471154,0.1993,
CNH,,BofA Global Research (US),2470346,0.1992,
CNH,,UBS Asset Management (Switzerland),2452869,0.1978,
CNH,,Rhumbline Advisers Ltd. Partnership,2424338,0.1955,
CNH,,Trinity Street Asset Management LLP,2394337,0.1931,
CNH,,ID-Sparinvest A/S,2269990,0.1831,
CNH,,Baillie Gifford & Co.,2252865,0.1817,
CNH,,Ninety One SA Pty Ltd.,2164339,0.1746,
CNH,,Nykredit Bank AS,2146520,0.1731,
CNH,,State Street Investment Management Ireland,2121479,0.1711,
CNH,,"River Road Asset Management, LLC",2088402,0.1684,
CNH,,"Goldman Sachs & Company, Inc.",2066895,0.1667,
CNH,,Nuveen LLC,2056817,0.1659,
CNH,,Old National Wealth Management,2049169,0.1653,
CNH,,"Eubel Brady & Suttman Asset Management, Inc.",2016556,0.1626,
CNH,,Trexquant Investment LP,1979495,0.1596,
CNH,,Principal Global Investors (Equity),1974955,0.1593,
CNH,,Invesco Capital Management LLC,1948887,0.1572,
CNH,,Capital Fund Management S.A.,1916116,0.1545,
CNH,,BlackRock (Netherlands) B.V.,1899610,0.1532,
CNH,,"RBC Dominion Securities, Inc.",1866553,0.1505,
CNH,,Managed Account Advisors LLC,1856656,0.1497,
CNH,,UBS Asset Management (Americas) LLC,1847931,0.149,
CNH,,"Goldman Sachs Asset Management, L.P.",1771490,0.1429,
CNH,,"Sumitomo Mitsui Trust Bank, Limited",1729681,0.1395,
CNH,,BNY Mellon Asset Management,1728180,0.1394,
CNH,,"Amundi Asset Management, SAS",1653392,0.1333,
CNH,,Northern Trust Global Investments Limited,1636049,0.1319,
CNH,,The Retirement Systems of Alabama,1630861,0.1315,
CNH,,Rheos Capital Works Inc.,1620000,0.1307,
CNH,,KBC Group NV,1608278,0.1297,
CNH,,Wells Fargo Advisors,1590774,0.1283,
CNH,,RBC Capital Markets Wealth Management,1572809,0.1268,
CNH,,Storebrand Asset Management AS,1536019,0.1239,
CNH,,"Epoch Investment Partners, Inc.",1489993,0.1202,
CNH,,"Aperio Group, LLC",1464640,0.1181,
CNH,,DWS Investments UK Limited,1450517,0.117,
CNH,,California State Teachers Retirement System,1401919,0.1131,
CNH,,"BlackRock Japan Co., Ltd.",1358653,0.1096,
CNH,,"Voloridge Investment Management, LLC",1357353,0.1095,
CNH,,Fidelity Management & Research Company LLC,1348250,0.1087,
CNH,,CPP Investments,1347500,0.1087,
CNH,,Aviva Investors Global Services Limited,1328007,0.1071,
CNH,,Handelsbanken Kapitalförvaltning AB,1314627,0.106,
CNH,,California Public Employees' Retirement System,1292153,0.1042,
CNH,,Franklin Templeton Investment Management Ltd.,1282475,0.1034,
CNH,,"Focus Partners Wealth, LLC",1273956,0.1027,
CNH,,"D. E. Shaw & Co., L.P.",1273300,0.1027,
CNH,,Macquarie Investment Management Global Ltd.,1202582,0.097,
CNH,,State Street Investment Management (UK),1190566,0.096,
CNH,,Impax Asset Management Ltd.,1063945,0.0858,
CNH,,First Trust Advisors L.P.,1053108,0.0849,
CNH,,Columbia Threadneedle Investments (US),1039936,0.0839,
CNH,,UBS Fund Management (Switzerland) AG,1027867,0.0829,
CNH,,Ostrum Asset Management,1010373,0.0815,
CNH,,"Invesco Advisers, Inc.",985933,0.0795,
CNH,,Edward Jones,980362,0.0791,
CNH,,"ClearBridge Investments, LLC",979716,0.079,
CNH,,Whitney & Company,970322,0.0783,
CNH,,Templeton Global Advisors Ltd,966382,0.0779,
CNH,,QSM Asset Management Ltd.,949940,0.0766,
CNH,,"Mitsubishi UFJ Asset Management Co., Ltd.",916185,0.0739,
CNH,,Incisa (Oddone Della Roccheta),856574,0.0691,
CNH,,Ossiam,824482,0.0665,
CNH,,JP Morgan Asset Management,818610,0.066,
CNH,,Barclays Bank PLC,810007,0.0653,
CNH,,"Select Equity Group, L.P.",787075,0.0635,
CNH,,"Raymond James & Associates, Inc.",778589,0.0628,
CNH,,Goldman Sachs International,766147,0.0618,
CNH,,DWS International GmbH,765145,0.0617,
CNH,,T. Rowe Price International Ltd,761161,0.0614,
CNH,,JPMorgan Private Bank (United States),748998,0.0604,
CNH,,IEQ Capital LLC,738995,0.0596,
CNH,,Florida State Board of Administration,727247,0.0587,
CNH,,Morgan Stanley Smith Barney LLC,717467,0.0579,
CNH,,BlackRock Investment Management (Australia) Ltd.,716065,0.0577,
CNH,,Robeco Institutional Asset Management B.V.,706820,0.057,
CNH,,Havelock London Ltd.,705200,0.0569,
CNH,,"American Century Investment Management, Inc.",701395,0.0566,
CNH,,"Vaughan Nelson Investment Management, L.P.",692577,0.0559,
CNH,,"Foundation Resource Management, Inc.",684337,0.0552,
CNH,,"Cubist Systematic Strategies, LLC",666271,0.0537,
CNH,,Marx (Gerrit A),661909,0.0534,
CNH,,"Nuance Investments, LLC",653123,0.0527,
CNH,,Mondrian Investment Partners Ltd.,647740,0.0522,
CNH,,Heywood (Suzanne E),633405,0.0511,
CNH,,Swedbank Robur Fonder AB,624431,0.0504,
CNH,,Intesa Sanpaolo S.p.A.,620024,0.05,
CNH,,1834 Investment Advisors Co.,609188,0.0491,
CNH,,Fidelity Investments Canada ULC,600000,0.0484,
CNH,,APG Asset Management N.V.,599508,0.0483,
CNH,,AHL Partners LLP,593661,0.0479,
CNH,,Keyridge Asset Management Limited,591303,0.0477,
CNH,,Caisse des Dépôts et Consignations,585120,0.0472,
CNH,,Redwheel,584939,0.0472,
CNH,,Calvert Research and Management,578408,0.0466,
CNH,,"Arrowstreet Capital, Limited Partnership",575662,0.0464,
CNH,,"Fort Pitt Capital Group, Inc.",569342,0.0459,
CNH,,"Envestnet Asset Management, Inc.",568723,0.0459,
CNH,,JPMorgan Asset Management U.K. Limited,561660,0.0453,
CNH,,Columbia Threadneedle Management Limited,560988,0.0452,
CNH,,"Blume Capital Management, Inc.",559760,0.0451,
CNH,,BNP Paribas Asset Management Europe SAS,558189,0.045,
CNH,,Schonfeld Strategic Advisors LLC,548611,0.0442,
CNH,,Northern Trust Fund Managers (Ireland) Limited,547689,0.0442,
CNH,,CPR Asset Management,543599,0.0438,
CNH,,BNY Wealth,541386,0.0437,
CNH,,Eurizon Capital SGR S.p.A.,537825,0.0434,
CNH,,"Timber Creek Capital Management, LLC",525743,0.0424,
CNH,,Voya Investment Management LLC,518503,0.0418,
CNH,,Carson Wealth Management Group,497941,0.0402,
CNH,,Verition Fund Management LLC,496322,0.04,
CNH,,Deka Investment GmbH,488237,0.0394,
CNH,,Manulife Investment Management (North America) Limited,487974,0.0394,
CNH,,New York State Common Retirement Fund,482316,0.0389,
CNH,,Barclays Capital,476262,0.0384,
CNH,,Vanguard Asset Management Ltd,462986,0.0373,
CNH,,J.P. Morgan Securities LLC,461956,0.0373,
CNH,,State of Wisconsin Investment Board,454913,0.0367,
CNH,,"Asset Management One Co., Ltd.",452508,0.0365,
CNH,,Vanguard Global Advisers LLC,451298,0.0364,
CNH,,Pampalone (Stefano),449135,0.0362,
CNH,,Zürcher Kantonalbank (Asset Management),444879,0.0359,
CNH,,"MetLife Investment Management, LLC",435213,0.0351,
CNH,,"ExodusPoint Capital Management, LP",434913,0.0351,
CNH,,Skagen AS,413255,0.0333,
CNH,,"Mason Street Advisors, LLC",411496,0.0332,
CNH,,"BlackRock Fund Management Co., Ltd.",411216,0.0332,
CNH,,Vanguard Investments Australia Ltd.,403269,0.0325,
CNH,,Amalgamated Bank Institutional Asset Management & Custody,399915,0.0323,
CNH,,BlackRock (Singapore) Limited,391872,0.0316,
CNH,,Mariner Wealth Advisors,386485,0.0312,
CNH,,Asset Management One USA Inc.,375989,0.0303,
CNH,,The Treasurer of the State of North Carolina,375758,0.0303,
CNH,,Allianz SE,374100,0.0302,
CNH,,CapitalatWork S.A.,373000,0.0301,
CNH,,Kinneret Advisory LLC,366397,0.0295,
CNH,,Nasi (Alessandro),366263,0.0295,
CNH,,Cerity Partners LLC,365735,0.0295,
CNH,,Berner Kantonalbank AG,360500,0.0291,
CNH,,Tocqueville Asset Management LP,355899,0.0287,
CNH,,XTX Markets LLC,355198,0.0286,
CNH,,KLP Kapitalforvaltning AS,354411,0.0286,
CNH,,Tennessee Consolidated Retirement System,342391,0.0276,
CNH,,Korea Investment Corporation,341904,0.0276,
CNH,,"Lazard Asset Management, L.L.C.",341881,0.0276,
CNH,,Mitsubishi UFJ Trust and Banking Corporation,341713,0.0276,
CNH,,Mutual of America Capital Management LLC,339133,0.0274,
CNH,,National Pension Service,337508,0.0272,
CNH,,Mn Services Vermogensbeheer B.V,331198,0.0267,
CNH,,BMO Nesbitt Burns Inc.,327146,0.0264,
CNH,,Metropolitan Life Insurance Co. (US),316297,0.0255,
CNH,,New Jersey Division of Investment,314042,0.0253,
CNH,,Morningstar Investment Management LLC,313088,0.0253,
CNH,,CapitalatWork - Foyer Group,313000,0.0252,
CNH,,Tredje AP Fonden,312126,0.0252,
CNH,,Quantinno Capital Management LP,305056,0.0246,
CNH,,D.A. Davidson & Co.(Research),299410,0.0241,
CNH,,"Creative Planning, LLC",297228,0.024,
CNH,,Rockefeller Capital Management,287940,0.0232,
CNH,,Goldman Sachs Asset Management International,285900,0.0231,
CNH,,"Raymond James Financial Services Advisors, Inc.",285407,0.023,
CNH,,OMERS Administration Corporation,284831,0.023,
CNH,,Yousif Capital Management LLC,283664,0.0229,
CNH,,Paradoxiom Capital,283138,0.0228,
CNH,,abrdn Investments Limited,282023,0.0227,
CNH,,"Nomura Asset Management Co., Ltd.",280814,0.0226,
CNH,,Mediolanum International Funds Limited,271002,0.0219,
CNH,,Fidelity Institutional Asset Management,270166,0.0218,
CNH,,Diamond Hill Capital Management Inc.,261804,0.0211,
CNH,,Michigan Department of Treasury,260600,0.021,
CNH,,DNB Asset Management AS,257979,0.0208,
CNH,,J.P. Morgan Private Investments Inc. (JPMPI),256673,0.0207,
CNH,,Louisiana State Employees' Retirement System,256600,0.0207,
CNH,,Ohio Public Employees Retirement System,255474,0.0206,
CNH,,Kentucky Teachers' Retirement System,252600,0.0204,
CNH,,Fjärde AP-Fonden,246033,0.0198,
CNH,,Y-Intercept (Hong Kong) Ltd,244383,0.0197,
CNH,,Carne Global Fund Managers (Ireland) Limited,240851,0.0194,
CNH,,Arizona State Retirement System,237269,0.0191,
CNH,,La Financière de l'Echiquier,235614,0.019,
CNH,,WCM Investment Management,231433,0.0187,
CNH,,"Poehling Capital Management, Inc.",229889,0.0185,
CNH,,"Mercer Global Advisors, Inc.",226239,0.0182,
CNH,,Janney Montgomery Scott LLC,224823,0.0181,
CNH,,"Resona Asset Management Co., Ltd.",223054,0.018,
CNH,,"Chartwell Investment Partners, LLC",222336,0.0179,
CNH,,Pennsylvania Public School Employees Retirement System,221727,0.0179,
CNH,,Cardano Asset Management NV,210242,0.017,
CNH,,LPL Financial LLC,202327,0.0163,
CNH,,Azimut Investments S.A.,199961,0.0161,
CNH,,"Jane Street Capital, L.L.C.",195890,0.0158,
CNH,,Amundi Hong Kong Limited,194611,0.0157,
CNH,,Northern Trust Global Investments,192714,0.0155,
CNH,,IQ EQ Fund Management (Ireland) Limited,191373,0.0154,
CNH,,"Xponance, Inc.",189109,0.0153,
CNH,,"Blue Door Asset Management, LLC",186800,0.0151,
CNH,,Goldman Sachs Bank AG,183725,0.0148,
CNH,,Russo (Roberto),183636,0.0148,
CNH,,Azimut Capital Management Sgr SpA,182060,0.0147,
CNH,,Oregon Public Employees Retirement System,181386,0.0146,
CNH,,"Wealth Enhancement Advisory Services, LLC",180789,0.0146,
CNH,,"Prelude Capital Management, LLC",179408,0.0145,
CNH,,New Mexico Educational Retirement Board,177800,0.0143,
CNH,,DFA Australia Ltd.,177292,0.0143,
CNH,,"Exchange Traded Concepts, LLC",173293,0.014,
CNH,,IFM Investors,171308,0.0138,
CNH,,SEB Investment Management AB,170849,0.0138,
CNH,,First American Bank,170259,0.0137,
CNH,,"Cutler Capital Management, L.L.C.",169938,0.0137,
CNH,,Optiver Holding B.V.,168263,0.0136,
CNH,,"Ameritas Investment Partners, Inc.",163026,0.0131,
CNH,,Northern Trust Asset Management Australia Pty Ltd,160748,0.013,
CNH,,AEGON Investment Management B.V.,158829,0.0128,
CNH,,"Stifel, Nicolaus & Company, Incorporated",157405,0.0127,
CNH,,Baring Asset Management Ltd.,156919,0.0127,
CNH,,New York State Teachers' Retirement System,156168,0.0126,
CNH,,Manley (Kelly A),155860,0.0126,
CNH,,MFS International Singapore Pte. Ltd,154097,0.0124,
CNH,,Barings LLC,152957,0.0123,
CNH,,"Jump Financial, LLC",151649,0.0122,
CNH,,Allianz Global Investors GmbH,151182,0.0122,
CNH,,Altrafin Advisory AG,150930,0.0122,
CNH,,Pathstone,149899,0.0121,
CNH,,Schroder Investment Management (Japan) Ltd.,146871,0.0118,
CNH,,"Keeley-Teton Advisors, LLC",144800,0.0117,
CNH,,"Ridgewood Investments, L.L.C.",144736,0.0117,
CNH,,Utah Retirement Systems,144379,0.0116,
CNH,,"Sweet Financial Partners, LLC",144140,0.0116,
CNH,,Regents Gate Capital LLP,142881,0.0115,
CNH,,"Entropy Technologies, LP",140985,0.0114,
CNH,,"Cloverfields Capital Group, LP",136220,0.011,
CNH,,Polianta Ltd,135600,0.0109,
CNH,,BlackRock (Luxembourg) S.A.,135424,0.0109,
CNH,,Allstate Investments LLC,134356,0.0108,
CNH,,Police and Firemen's Retirement System of New Jersey,134189,0.0108,
