"","Instrument","Company.Common.Name","Deal.Permid","Loan.Dates..Announcement.Date","Loan.Dates..Financial.Close.Date.of.Loan.Package","Maturity..Maturity.Date","Loan.Type","Use.of.Proceeds","Loan.Repayment..Type","Loans.Issuer.Borrower.Ultimate.Parent.Name.Full","Loan.Package.Amount","Number.of.all.Managers..inc..Int.l.Co.Managers","All.Managers..inc..Int.l.Co.Managers..Parent..Full.Name.","All.Managers..inc..Int.l.Co.Managers..Parent..Code.","All.Loans.Manager.Roles","Loan.Manager.Commitment.Amount"
"5199",4295887677,"Wilmar International Ltd",154089323326,"2026-04-01","2026-05-29","2031-05-29","Revolving Credit Facility","General Corporate Purpose","Bullet","Wilmar International Ltd",1.8e+09,1,"Citi","CITI","Arranger",52834000
"5200",4295887677,"Wilmar International Ltd",154089323327,"2026-04-01","2026-05-29","2031-05-29","Term Loan","General Corporate Purpose","Bullet","Wilmar International Ltd",1.8e+09,1,"DBS Group Holdings","DBSGR","Arranger",52833000
"5925",4298451869,"Louis Dreyfus Co BV",154083487249,"2008-09-17","2008-09-17","2013-09-17","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",1.25e+08,38,"Standard Chartered PLC","SCPLC","Agent",3289473.68421053
"5926",4298451869,"Louis Dreyfus Co BV",154083491791,"2011-05-23","2011-09-01","2014-09-01","Term Loan","General Corporate Purpose","Bullet","Akira Holding Foundation",4e+08,29,"Banco Latino","BANCO-LATINO","Agent",13793103.4482759
"5927",4298451869,"Louis Dreyfus Co BV",154083491792,"2011-05-23","2011-09-01","2014-09-01","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",4e+08,6,"Itau Unibanco","ITAU-UNIBANCO","Co-Arranger",66666666.6666667
"5928",4298451869,"Louis Dreyfus Co BV",154083491793,"2011-05-23","2011-09-01","2016-09-01","Term Loan","General Corporate Purpose","Bullet","Akira Holding Foundation",4e+08,22,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Co-Agent",18181818.1818182
"5929",4298451869,"Louis Dreyfus Co BV",154083498683,"2012-05-12","2012-06-22","2014-06-22","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",419359744.074685,37,"Australia & New Zealand Banking Group Ltd","ANZ","Arranger",13417000
"5930",4298451869,"Louis Dreyfus Co BV",154083498684,"2012-05-12","2012-06-22","2014-06-22","Term Loan","Refinance/Retiring Bank Debt","Bullet","Akira Holding Foundation",419359744.074685,40,"BNP Paribas SA","BNP-PARIBAS","Arranger",13416000
"5931",4298451869,"Louis Dreyfus Co BV",154083498685,"2012-05-12","2012-06-22","2014-06-22","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",419359744.074685,38,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Arranger",13417000
"5932",4298451869,"Louis Dreyfus Co BV",154083498686,"2012-05-12","2012-06-22","2014-06-22","Revolving Credit Facility","Refinance/Retiring Bank Debt","Bullet","Akira Holding Foundation",419359744.074685,21,"Morgan Stanley","MORGAN-STANLEY","Arranger",2.1e+07
"5933",4298451869,"Louis Dreyfus Co BV",154083505603,"2011-06-16","2011-06-16","2014-06-16","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",1.72e+08,31,"National Australia Bank Ltd","NATL-AUST-BK","Arranger",2.1e+07
"5934",4298451869,"Louis Dreyfus Co BV",154083511795,"2009-11-01","2010-03-26","2013-03-30","Term Loan A","Refinance/Retiring Bank Debt","Bullet","Akira Holding Foundation",400233856.388748,38,"Westpac Banking Corp","WESTPAC","Arranger",2.1e+07
"5935",4298451869,"Louis Dreyfus Co BV",154083511796,"2009-11-01","2010-03-26","2013-03-30","Term Loan B","General Corporate Purpose","Bullet","Akira Holding Foundation",400233856.388748,38,"Bank of East Asia Ltd","BK-EASIA","Arranger",1.4e+07
"5936",4298451869,"Louis Dreyfus Co BV",154083513508,"2009-06-15","2009-06-15","2012-06-15","Term Loan","Refinance/Retiring Bank Debt",NA,"Akira Holding Foundation",8e+07,20,"Commerzbank AG","COMMERZBANK","Arranger",10500000
"5937",4298451869,"Louis Dreyfus Co BV",154083514787,"2009-11-01","2010-03-26","2013-03-30","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",400233856.388748,40,"Caisse Federale de Credit Mutuel SA","FED-CRED-MUTUEL","Arranger",1.4e+07
"5938",4298451869,"Louis Dreyfus Co BV",154083514788,"2009-11-01","2010-03-26","2013-03-30","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",400233856.388748,41,"Oversea-Chinese Banking Corp Ltd","OCBC","Arranger",1.4e+07
"5939",4298451869,"Louis Dreyfus Co BV",154083528322,"2012-06-23",NA,"2015-06-23","Term Loan","Working Capital",NA,"Akira Holding Foundation",2.25e+08,3,"Cooperatieve Rabobank UA","RABOBANK","Arranger",1.4e+07
"5940",4298451869,"Louis Dreyfus Co BV",154083563542,"2013-02-08","2013-02-08","2016-05-09","Term Loan","Capital Expenditures",NA,"Akira Holding Foundation",2.25e+08,18,"Bank Mandiri","BMANRI","Arranger",10500000
"5941",4298451869,"Louis Dreyfus Co BV",154083571481,"2013-10-08","2013-10-08","2016-10-08","Revolving Credit Facility","Refinancing",NA,"Akira Holding Foundation",6.5e+08,37,"Cathay Financial Hldg Co Ltd","CATHAY-FIN-HLDG","Arranger",7e+06
"5942",4298451869,"Louis Dreyfus Co BV",154083572340,"2013-10-21",NA,"2016-10-21","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",4e+08,26,"Chang Hwa Commercial Bank","CHANG","Arranger",7e+06
"5943",4298451869,"Louis Dreyfus Co BV",154083573222,"2013-10-31","2013-12-16","2016-12-16","Revolving Credit Facility","Working Capital","Bullet","Akira Holding Foundation",4e+08,20,"CTBC Financial Holding Co Ltd","CTBC-FIN","Arranger",7e+06
"5944",4298451869,"Louis Dreyfus Co BV",154083573697,"2012-06-23","2012-06-28","2014-12-27","Term Loan","Capital Expenditures",NA,"Akira Holding Foundation",2.1e+08,41,"DBS Group Holdings","DBSGR","Arranger",7e+06
"5945",4298451869,"Louis Dreyfus Co BV",154083575051,"2014-04-28","2014-05-19","2017-05-19","Revolving Credit Facility","Refinancing",NA,"Akira Holding Foundation",1e+09,29,"Emirates NBD PJSC","EMIRATES-NBD","Arranger",7e+06
"5946",4298451869,"Louis Dreyfus Co BV",154083587373,"2014-06-20","2014-06-25","2017-06-25","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",4.4e+08,5,"Mega Financial Holding Co","MEGA-FINANCIAL","Arranger",7e+06
"5947",4298451869,"Louis Dreyfus Co BV",154083590061,"2015-06-05","2015-06-05","2018-06-05","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",8e+08,3,"State Bank of India","SB-INDIA","Arranger",7e+06
"5948",4298451869,"Louis Dreyfus Co BV",154083591681,"2014-09-23","2015-01-09","2018-04-19","Term Loan A","Working Capital","Amortizing","Akira Holding Foundation",3.18e+08,37,"Bank Negara Indonesia PT","NEGARA-ID","Arranger",5250000
"5949",4298451869,"Louis Dreyfus Co BV",154083603666,"2015-11-17","2015-11-17","2017-11-17","Revolving Credit Facility","Capital Expenditures",NA,"Akira Holding Foundation",8e+08,17,"First Financial Holding Co Ltd","FIRST-FINAN-HLD","Arranger",3500000
"5950",4298451869,"Louis Dreyfus Co BV",154083603667,"2015-11-17","2015-11-17","2018-11-17","Revolving Credit Facility","Refinancing",NA,"Akira Holding Foundation",8e+08,18,"Hua Nan Financial Holdings Co Ltd","HUANAN-FIN-HLDG","Arranger",3500000
"5951",4298451869,"Louis Dreyfus Co BV",154083605023,"2014-07-21","2014-07-21","2015-03-09","Term Loan","General Corporate Purpose",NA,"Rajawali Corpora PT",2.35e+08,42,"Australia & New Zealand Banking Group Ltd","ANZ","Arranger",5750000
"5952",4298451869,"Louis Dreyfus Co BV",154083606129,"2014-07-24","2014-08-04","2017-08-04","Revolving Credit Facility","Working Capital","Bullet","Akira Holding Foundation",5e+08,20,"BNP Paribas SA","BNP-PARIBAS","Arranger",5750000
"5953",4298451869,"Louis Dreyfus Co BV",154083607641,"2014-10-27","2014-12-03","2016-12-03","Revolving Credit Facility","Capital Expenditures","Bullet","Akira Holding Foundation",8e+08,38,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Arranger",5750000
"5954",4298451869,"Louis Dreyfus Co BV",154083607642,"2014-10-27","2014-12-03","2017-12-03","Revolving Credit Facility","Refinancing","Bullet","Akira Holding Foundation",8e+08,43,"Morgan Stanley","MORGAN-STANLEY","Arranger",9e+06
"5955",4298451869,"Louis Dreyfus Co BV",154083613499,"2015-06-15","2015-07-31","2018-07-31","Revolving Credit Facility","Export/Import Financing","Bullet","Akira Holding Foundation",4e+08,25,"National Australia Bank Ltd","NATL-AUST-BK","Arranger",9e+06
"5956",4298451869,"Louis Dreyfus Co BV",154083617587,"2016-08-11","2016-08-11","2019-08-11","Revolving Credit Facility","Finance Linked-Trade",NA,"Akira Holding Foundation",4.9e+08,24,"Westpac Banking Corp","WESTPAC","Arranger",9e+06
"5957",4298451869,"Louis Dreyfus Co BV",154083625883,"2016-05-02","2016-05-26","2019-05-26","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",8e+08,20,"Bank of East Asia Ltd","BK-EASIA","Arranger",6e+06
"5958",4298451869,"Louis Dreyfus Co BV",154083630267,"2016-12-13","2016-12-13","2018-12-17","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",1e+09,44,"Commerzbank AG","COMMERZBANK","Arranger",4500000
"5959",4298451869,"Louis Dreyfus Co BV",154083630268,"2016-12-13","2016-12-13","2019-12-17","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",1e+09,20,"Caisse Federale de Credit Mutuel SA","FED-CRED-MUTUEL","Arranger",6e+06
"5960",4298451869,"Louis Dreyfus Co BV",154083630771,"2016-04-09","2016-08-02","2019-08-02","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",6.43e+08,20,"Oversea-Chinese Banking Corp Ltd","OCBC","Arranger",6e+06
"5961",4298451869,"Louis Dreyfus Co BV",154083644232,"2017-06-27","2017-08-10","2020-08-10","Revolving Credit Facility","Export/Import Financing","Bullet","Akira Holding Foundation",5e+08,22,"Cooperatieve Rabobank UA","RABOBANK","Arranger",6e+06
"5962",4298451869,"Louis Dreyfus Co BV",154083647286,"2017-05-17","2017-05-17","2020-04-30","Term Loan","Finance Linked-Trade",NA,"Akira Holding Foundation",176649000,1,"Bank Mandiri","BMANRI","Arranger",4500000
"5963",4298451869,"Louis Dreyfus Co BV",154083647501,"2017-03-17","2017-03-17",NA,"Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",1e+08,21,"Cathay Financial Hldg Co Ltd","CATHAY-FIN-HLDG","Arranger",3e+06
"5964",4298451869,"Louis Dreyfus Co BV",154083647526,"2017-05-16",NA,NA,"Term Loan","Finance Linked-Trade",NA,"Akira Holding Foundation",4e+08,38,"Chang Hwa Commercial Bank","CHANG","Arranger",3e+06
"5965",4298451869,"Louis Dreyfus Co BV",154083658873,"2017-12-06","2017-12-06","2019-12-17","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",8e+08,20,"CTBC Financial Holding Co Ltd","CTBC-FIN","Arranger",3e+06
"5966",4298451869,"Louis Dreyfus Co BV",154083658874,"2017-12-06","2017-12-06","2020-12-17","Revolving Credit Facility","Export/Import Financing",NA,"Akira Holding Foundation",8e+08,20,"DBS Group Holdings","DBSGR","Arranger",3e+06
"5967",4298451869,"Louis Dreyfus Co BV",154085129710,"2018-06-13","2018-08-06","2021-08-06","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",6e+08,11,"Emirates NBD PJSC","EMIRATES-NBD","Arranger",3e+06
"5968",4298451869,"Louis Dreyfus Co BV",154085130355,"2018-05-22","2018-05-22","2021-05-22","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",6e+08,28,"Mega Financial Holding Co","MEGA-FINANCIAL","Arranger",3e+06
"5969",4298451869,"Louis Dreyfus Co BV",154085135672,"2018-06-01","2018-06-01","2023-06-01","Term Loan","Acquisition Finance",NA,"Akira Holding Foundation",219800000,22,"State Bank of India","SB-INDIA","Arranger",3e+06
"5970",4298451869,"Louis Dreyfus Co BV",154085189188,"2018-06-01","2018-06-01","2023-06-01","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",510200000,20,"Bank Negara Indonesia PT","NEGARA-ID","Arranger",2250000
"5971",4298451869,"Louis Dreyfus Co BV",154085252225,"2018-11-30","2018-11-30","2020-12-17","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",8e+08,25,"First Financial Holding Co Ltd","FIRST-FINAN-HLD","Arranger",1500000
"5972",4298451869,"Louis Dreyfus Co BV",154085252226,"2018-11-30","2018-11-30","2021-12-17","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",8e+08,20,"Hua Nan Financial Holdings Co Ltd","HUANAN-FIN-HLDG","Arranger",1500000
"5973",4298451869,"Louis Dreyfus Co BV",154085407628,"2019-06-17","2019-06-17","2022-07-01","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",315983417.779825,6,"Australia & New Zealand Banking Group Ltd","ANZ","Arranger",16667000
"5974",4298451869,"Louis Dreyfus Co BV",154085418857,"2019-06-27","2019-08-22","2022-08-22","Revolving Credit Facility","General Corporate Purpose","Amortizing","Akira Holding Foundation",6.5e+08,4,"BNP Paribas SA","BNP-PARIBAS","Arranger",16667000
"5975",4298451869,"Louis Dreyfus Co BV",154085553362,"2019-12-06","2019-12-06","2024-12-06","Revolving Credit or Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",1.8e+08,18,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Arranger",16666000
"5976",4298451869,"Louis Dreyfus Co BV",154085556325,"2019-11-29","2019-11-29","2021-11-29","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",8e+08,26,"Morgan Stanley","MORGAN-STANLEY","Arranger",30769230.7692308
"5977",4298451869,"Louis Dreyfus Co BV",154085556326,"2019-11-29","2019-11-29","2022-11-29","Revolving Credit Facility","Working Capital",NA,"Akira Holding Foundation",8e+08,2,"National Australia Bank Ltd","NATL-AUST-BK","Arranger",4e+08
"5978",4298451869,"Louis Dreyfus Co BV",154086942200,"2020-10-20","2020-12-29","2023-12-29","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",6e+08,6,"Westpac Banking Corp","WESTPAC","Arranger",1e+08
"5979",4298451869,"Louis Dreyfus Co BV",154086991402,"2020-12-01","2020-12-01","2022-12-16","Revolving Credit Facility","Working Capital",NA,"Akira Holding Foundation",8.15e+08,1,"Bank of East Asia Ltd","BK-EASIA","Arranger",8.15e+08
"5980",4298451869,"Louis Dreyfus Co BV",154086991403,"2020-12-01","2020-12-01","2023-12-16","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",8.15e+08,2,"Commerzbank AG","COMMERZBANK","Arranger",5e+06
"5981",4298451869,"Louis Dreyfus Co BV",154087144185,"2021-04-16","2021-06-23","2024-07-06","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",585000901.388138,4,"Caisse Federale de Credit Mutuel SA","FED-CRED-MUTUEL","Arranger",146250225.347035
"5982",4298451869,"Louis Dreyfus Co BV",154087180318,"2021-04-16","2021-06-23","2026-07-06","Term Loan","Export/Import Financing",NA,"Akira Holding Foundation",585000901.388138,8,"Oversea-Chinese Banking Corp Ltd","OCBC","Arranger",73125112.6735173
"5983",4298451869,"Louis Dreyfus Co BV",154087187748,"2021-05-20","2021-05-20","2024-05-20","Revolving Credit Facility","Working Capital",NA,"Akira Holding Foundation",6.5e+08,10,"Cooperatieve Rabobank UA","RABOBANK","Arranger",6.5e+07
"5984",4298451869,"Louis Dreyfus Co BV",154087222850,"2021-06-28","2021-09-10","2024-09-10","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",5.5e+08,4,"Bank Mandiri","BMANRI","Arranger",137500000
"5985",4298451869,"Louis Dreyfus Co BV",154087532316,"2022-04-07","2022-04-07",NA,"Revolving Credit or Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",1e+08,6,"Cathay Financial Hldg Co Ltd","CATHAY-FIN-HLDG","Arranger",16666666.6666667
"5986",4298451869,"Louis Dreyfus Co BV",154087636370,"2022-07-07","2022-08-15","2025-08-15","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",6e+08,17,"Chang Hwa Commercial Bank","CHANG","Arranger",35294117.6470588
"5987",4298451869,"Louis Dreyfus Co BV",154088013724,"2023-06-01","2023-06-26","2026-07-06","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",705923344.947735,1,"CTBC Financial Holding Co Ltd","CTBC-FIN","Arranger",705923344.947735
"5988",4298451869,"Louis Dreyfus Co BV",154088013725,"2023-06-01","2023-06-26","2028-07-06","Term Loan","Working Capital",NA,"Akira Holding Foundation",705923344.947735,8,"DBS Group Holdings","DBSGR","Arranger",88240418.1184669
"5989",4298451869,"Louis Dreyfus Co BV",154088018678,"2023-05-30","2023-05-30","2026-05-30","Revolving Credit Facility","Capital Expenditures",NA,"Akira Holding Foundation",7e+08,4,"Emirates NBD PJSC","EMIRATES-NBD","Arranger",1.75e+08
"5990",4298451869,"Louis Dreyfus Co BV",154088097863,"2023-07-12","2023-08-25","2026-08-25","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",7.3e+08,7,"Mega Financial Holding Co","MEGA-FINANCIAL","Arranger",104285714.285714
"5991",4298451869,"Louis Dreyfus Co BV",154088336628,"2023-11-30","2023-11-30","2026-11-30","Term Loan","Working Capital",NA,"Akira Holding Foundation",4e+08,1,"State Bank of India","SB-INDIA","Arranger",4e+08
"5992",4298451869,"Louis Dreyfus Co BV",154088517020,"2024-04-03","2024-04-03","2026-07-06","Term Loan","General Corporate Purpose",NA,"Akira Holding Foundation",667853375.527426,1,"Bank Negara Indonesia PT","NEGARA-ID","Arranger",667853375.527426
"5993",4298451869,"Louis Dreyfus Co BV",154088517021,"2024-04-03","2024-04-03","2028-07-06","Term Loan","Working Capital",NA,"Akira Holding Foundation",667853375.527426,1,"First Financial Holding Co Ltd","FIRST-FINAN-HLD","Arranger",667853375.527426
"5994",4298451869,"Louis Dreyfus Co BV",154088553770,"2024-07-16","2024-08-21","2027-08-21","Revolving Credit Facility","General Corporate Purpose",NA,"Akira Holding Foundation",6.6e+08,1,"Hua Nan Financial Holdings Co Ltd","HUANAN-FIN-HLDG","Arranger",6.6e+08
"5995",4298451869,"Louis Dreyfus Co BV",154088720151,"2024-11-26","2024-11-26","2027-11-26","Revolving Credit Facility","General Corporate Purpose","Bullet","Louis Dreyfus Co Suisse SA",6.6e+08,1,"Australia & New Zealand Banking Group Ltd","ANZ","Arranger",6.6e+08
"5996",4298451869,"Louis Dreyfus Co BV",154088926291,"2025-05-30","2025-06-25","2030-06-25","Term Loan","Working Capital",NA,"Akira Holding Foundation",1002409638.55422,1,"BNP Paribas SA","BNP-PARIBAS","Agent",1002409638.55422
"5997",4298451869,"Louis Dreyfus Co BV",154088994300,"2025-07-07","2025-09-01","2028-09-01","Revolving Credit Facility","General Corporate Purpose","Bullet","Akira Holding Foundation",8e+08,1,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Arranger",8e+08
"7304",4295880516,"Itochu Corp",154083343494,"1991-04-01",NA,NA,"Term Loan","General Corporate Purpose","Amortizing","Suzuki Motor Corp",29913251.5704457,3,"International Finance Corp","IFC","Arranger",9971083.85681523
"7305",4295880516,"Itochu Corp",154083346203,"2001-09-17","2001-12-21","2017-12-20","Term Loan","Project Finance","Bullet","Government Of Oman",1.364e+09,7,"Budapest Bank Rt","BUDBK","Agent",194857142.857143
"7306",4295880516,"Itochu Corp",154083347993,"1988-07-04","1988-07-04","1993-07-04","Revolving Credit Facility","Refinancing","Amortizing","C Itoh & Co Ltd",1e+08,11,"Gulf International Bank","GULF","Arranger",58400000
"7307",4295880516,"Itochu Corp",154083353160,"2001-12-18","2001-12-18","2002-11-01","Term Loan","General Corporate Purpose","Bullet","Itochu Corp",195756009.709498,3,"Arab Banking Corporation (ABC) Capital Markets Group","ABC","Arranger",58400000
"7308",4295880516,"Itochu Corp",154083353419,"2001-09-17","2001-12-21","2017-12-20","Letter Of Credit","Refinancing","Bullet","Government Of Oman",1.364e+09,2,"Australia & New Zealand Banking Group Ltd","ANZ","Arranger",58400000
"7309",4295880516,"Itochu Corp",154083354575,"1998-08-01","1998-08-31","1998-12-30","Bridge Loan","Project Finance","Bullet","Sahabiriya Steel Industry Co",35906642.7289048,4,"UniCredit","UNICREDIT-SPA","Arranger",58400000
"7310",4295880516,"Itochu Corp",154083355083,"1999-12-09","2000-01-20","2012-10-01","Term Loan","Refinancing","Amortizing","Itochu Corp",140420462.788577,5,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Arranger",58400000
"7311",4295880516,"Itochu Corp",154083355911,"1999-05-01","1999-05-31","2000-05-31","Revolving Credit Facility","Bridging Loan","Bullet","Itochu Corp",3457074656.35032,14,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Arranger",58400000
"7312",4295880516,"Itochu Corp",154083356190,"1999-11-05","1999-11-05","2000-11-01","Revolving Credit Facility","Working Capital","Bullet","Itochu Corp",56664561.9829359,7,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Arranger",58400000
"7313",4295880516,"Itochu Corp",154083358969,"2000-05-31","2000-05-31","2001-05-30","Revolving Credit Facility","Future Acquisitions","Bullet","Itochu Corp",3512684694.73097,24,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Arranger",58400000
"7314",4295880516,"Itochu Corp",154083359320,"1996-07-01","1996-10-01",NA,"Letter Of Credit","General Corporate Purpose",NA,"Telstra Corp Ltd",1e+08,7,"Mizuho Financial Group","MIZUHO-FINAN","Arranger",58400000
"7315",4295880516,"Itochu Corp",154083359321,"1996-07-01","1996-10-01",NA,"Letter Of Credit","General Corporate Purpose",NA,"Telstra Corp Ltd",1e+08,6,"NatWest","NATWEST-GRP","Arranger",58400000
"7316",4295880516,"Itochu Corp",154083359327,"2001-05-25","2001-05-25",NA,"Project Financing","General Corporate Purpose",NA,"People's Democratic Republic of Algeria",257048092.868988,2,"Arab Petroleum Investment Corp","ARAB-PETROLEUM","Arranger",58400000
"7317",4295880516,"Itochu Corp",154083359502,"2001-11-01","2001-11-01",NA,"Project Financing","Limited Recourse Project Finance",NA,"Eregli Demir & Celik Fabrikalari TAS",73600000,8,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Facility Agent",58400000
"7318",4295880516,"Itochu Corp",154083359503,"2001-11-01","2001-11-01",NA,"Project Financing","Telecommunications",NA,"Eregli Demir & Celik Fabrikalari TAS",73600000,25,"Santander Corporate & Investment Banking","SANTANDER-GBM","Participant",55100000
"7319",4295880516,"Itochu Corp",154083359505,"2001-11-01","2001-11-01",NA,"Project Financing","Project Finance",NA,"Eregli Demir & Celik Fabrikalari TAS",73600000,2,"Emirates NBD PJSC","EMIRATES-NBD","Participant",5.8e+07
"7320",4295880516,"Itochu Corp",154083360553,"1996-09-24","1996-09-24",NA,"Term Loan","Telecommunications",NA,"Telstra Corp Ltd",3.8e+08,3,"ING","ING","Participant",55100000
"7321",4295880516,"Itochu Corp",154083362341,"2001-07-26","2001-07-26","2030-05-15","Term Loan","Gas","Bullet","Itochu Corp",23500000,4,"Emirates NBD PJSC","EMIRATES-NBD","Participant",5e+07
"7322",4295880516,"Itochu Corp",154083363761,"1997-11-15","1997-11-15","2008-11-01","Project Financing","General Corporate Purpose",NA,"Government Of Oman",2e+09,4,"Arab Bank PLC","ABL","Participant",4.5e+07
"7323",4295880516,"Itochu Corp",154083364623,"1997-11-02","1997-11-02","1998-02-01","Project Financing","General Corporate Purpose","Bullet","Government Of Oman",1e+08,3,"KBC Group NV","KBC-GROUP","Participant",4.5e+07
"7324",4295880516,"Itochu Corp",154083367502,"1995-09-22","1995-09-22","2000-09-22","Term Loan","General Corporate Purpose","Amortizing","Peoples Republic Of China",2.1e+07,12,"Bayerische Landesbank Girozentrale","BAYER-LANDES","Participant",3.8e+07
"7325",4295880516,"Itochu Corp",154083368213,"1996-01-26","1996-01-26","1996-07-26","Guarantee Facility","Limited Recourse Project Finance",NA,"Telstra Corp Ltd",71425735.0501964,5,"MashreqBank PSC","MASHREQ","Participant",4e+07
"7326",4295880516,"Itochu Corp",154083368435,"1995-11-01","1996-01-19","2001-01-19","Transferable Loan Facility","Telecommunications","Bullet","Hong Leong Group",295192578.015181,13,"Bank of Bahrain & Kuwait BSC","BK-BAHRAIN-KU","Participant",2.5e+07
"7327",4295880516,"Itochu Corp",154083375411,"1994-08-01","1994-08-01",NA,"Revolving Credit Facility","Limited Recourse Project Finance","Bullet","Itochu Corp",2e+08,9,"Oman International Bank SAOG","OMAN-INTL","Participant",2.5e+07
"7328",4295880516,"Itochu Corp",154083381318,"1989-03-22","1989-03-22","1999-03-22","Term Loan","Project Finance","Amortizing","Beijing New Century Hotel Co Ltd",72800000,8,"Arab National Bank","ARNB","Participant",2e+07
"7329",4295880516,"Itochu Corp",154083381666,"1990-06-22",NA,NA,"Term Loan","Project Finance","Amortizing","Shell Transport & Trading Co PLC",5.75e+08,2,"Al-Ahli United Bank","AHLI-UNITED","Participant",1.5e+07
"7330",4295880516,"Itochu Corp",154083381667,"1990-06-22",NA,NA,"Co Financing","Construction","Amortizing","Shell Transport & Trading Co PLC",5.75e+08,4,"British Arab Commercial Bank Ltd","BRACB","Participant",1.5e+07
"7331",4295880516,"Itochu Corp",154083386513,"1996-03-01","1996-03-01",NA,"Revolving Credit Facility","Gas",NA,"Itochu Corp",1.75e+08,2,"Landesbank Rheinland Pfalz Girozentrale","RHEINLAND","Participant",14500000
"7332",4295880516,"Itochu Corp",154083387848,"1996-09-01",NA,NA,"Revolving Credit Facility","Project Finance",NA,"Itochu Corp",1.5e+08,2,"First Abu Dhabi Bank PJSC","FIRST-ABU-DHABI","Participant",1.5e+07
"7333",4295880516,"Itochu Corp",154083391984,"1996-09-01","1996-09-01",NA,"Revolving Credit Facility","Energy",NA,"Itochu Corp",9e+07,9,"Oman Arab Bank SAO","OAB","Participant",1.5e+07
"7334",4295880516,"Itochu Corp",154083393371,"1997-01-03","1997-01-03",NA,"Revolving Credit Facility","Construction",NA,"Itochu Corp",7e+07,5,"First Abu Dhabi Bank PJSC","FIRST-ABU-DHABI","Participant",1e+07
"7335",4295880516,"Itochu Corp",154083400974,"1998-03-10","1998-03-10",NA,"Revolving Credit Facility","General Corporate Purpose",NA,"Itochu Corp",7.5e+08,11,"Bank Dhofar SAOG","BANK-DHOFAR","Participant",1e+07
"7336",4295880516,"Itochu Corp",154083402495,"1998-10-23","1998-10-23",NA,"Revolving Credit Facility","Construction",NA,"Itochu Corp",7e+07,9,"Bank Muscat Al Ahli Al Omani","BMAAAO","Participant",1e+07
"7337",4295880516,"Itochu Corp",154083405515,"2000-02-29","2000-02-29","2001-02-27","Revolving Credit Facility","Working Capital",NA,"Itochu Corp",5e+07,5,"The Commercial Bank (PSQC)","PSQC","Participant",1e+07
"7338",4295880516,"Itochu Corp",154083406643,"2000-03-30","2000-03-30","2011-09-30","Term Loan","Refinancing",NA,"Atlantic Richfield Co",1.25e+08,3,"Dexia SA","DEXIA","Participant",9500000
