"","Instrument","Company.Common.Name","Deal.Permid","Loan.Dates..Announcement.Date","Loan.Dates..Financial.Close.Date.of.Loan.Package","Maturity..Maturity.Date","Loan.Type","Use.of.Proceeds","Loan.Repayment..Type","Loans.Issuer.Borrower.Ultimate.Parent.Name.Full","Loan.Package.Amount","Number.of.all.Managers..inc..Int.l.Co.Managers","All.Managers..inc..Int.l.Co.Managers..Parent..Full.Name.","All.Managers..inc..Int.l.Co.Managers..Parent..Code.","All.Loans.Manager.Roles","Loan.Manager.Commitment.Amount"
"14950",4295885383,"Yara International ASA",154083493189,"2007-10-17","2007-12-11","2017-12-11","Term Loan","Refinancing","Bullet","Qatar Petroleum",1.6e+09,15,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Arranger",106666666.666667
"14951",4295885383,"Yara International ASA",154083497649,"2007-06-20","2007-06-20","2008-06-18","Term Loan","Refinance/Retiring Bank Debt",NA,"Yara International ASA",5e+08,5,"Citi","CITI","Arranger",1e+08
"14952",4295885383,"Yara International ASA",154083529631,"2012-06-29","2012-06-29","2013-06-29","Revolving Credit Facility","Project Finance",NA,"Yara International ASA",8.4e+08,13,"Commerzbank AG","COMMERZBANK","Arranger",64615384.6153846
"14953",4295885383,"Yara International ASA",154083534943,"2007-10-17","2007-12-11","2012-12-11","Revolving Credit Facility","Acquisition Finance","Bullet","Qatar Petroleum",1.6e+09,15,"DNB Carnegie","DNB-CARNEGIE","Arranger",106666666.666667
"14954",4295885383,"Yara International ASA",154083538190,"2007-10-17","2007-12-11","2017-12-11","Term Loan","Refinancing","Bullet","Qatar Petroleum",1.6e+09,19,"Danske Bank","DEN-DANSKE-AKT","Arranger",84210526.3157895
"14955",4295885383,"Yara International ASA",154083564649,"2013-07-05","2013-07-05","2018-07-05","Revolving Credit Facility","Project Finance",NA,"Yara International ASA",1.75e+09,26,"ING","ING","Arranger",67307692.3076923
"14956",4295885383,"Yara International ASA",154083564650,"2013-07-05","2013-07-05","2014-07-05","Revolving Credit Facility","Project Finance",NA,"Yara International ASA",1.75e+09,11,"IMI - Intesa Sanpaolo","INTESA-SAN","Arranger",159090909.090909
"14957",4295885383,"Yara International ASA",154083599812,"2015-01-31","2015-01-31","2017-01-31","Term Loan","Refinancing",NA,"Yara International ASA",5e+08,14,"JP Morgan & Co Inc","JPM","Arranger",35714285.7142857
"14958",4295885383,"Yara International ASA",154085435586,"2019-07-12","2019-07-12","2024-07-12","Revolving Credit Facility","Refinancing",NA,"Yara International ASA",1.1e+09,6,"Nordea","NORDEA-BANK","Arranger",183333333.333333
"14959",4295885383,"Yara International ASA",154088842643,"2025-03-21","2025-03-27","2030-03-27","Revolving Credit Facility","General Corporate Purpose",NA,"Yara International ASA",1.4e+09,1,"Cooperatieve Rabobank UA","RABOBANK","Arranger",1.4e+09
"15139",4295903461,"CF Industries Holdings Inc",154083393853,"1997-09-30","1997-09-30","2002-09-30","Revolving Credit Facility","General Corporate Purpose",NA,"CF Industries Holdings Inc",2e+08,15,"Piper Sandler & Co","PIPER-SANDLER","Administration Agent",13333333.3333333
"15140",4295903461,"CF Industries Holdings Inc",154083459650,"2005-08-16","2005-08-16","2010-08-16","Revolving Credit Facility","General Corporate Purpose","Bullet","CF Industries Holdings Inc",2.5e+08,13,"RBC Capital Markets","RBC-CAP-MKTS","Documentation Agent",19230769.2307692
"15141",4295903461,"CF Industries Holdings Inc",154083516572,"2010-03-25","2010-04-05","2015-04-05","Term Loan B","Working Capital",NA,"CF Industries Holdings Inc",4.05e+09,13,"CoBank ACB","COBANK","Managing Agent",311538461.538462
"15142",4295903461,"CF Industries Holdings Inc",154083516851,"2010-03-25","2010-04-05","2015-04-05","Revolving Credit Facility","Acquisition Finance","Bullet","CF Industries Holdings Inc",4.05e+09,8,"BofA Securities Inc","BOFA-SEC-INC","Participant",506250000
"15143",4295903461,"CF Industries Holdings Inc",154083516852,"2010-03-25","2010-04-05","2011-04-05","Bridge Loan","Acquisition Finance",NA,"CF Industries Holdings Inc",4.05e+09,22,"BNP Paribas SA","BNP-PARIBAS","Participant",184090909.090909
"15144",4295903461,"CF Industries Holdings Inc",154083520078,"2007-07-30","2007-07-30","2012-07-30","Revolving Credit Facility","Acquisition Finance",NA,"CF Industries Holdings Inc",2.5e+08,16,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Participant",15625000
"15145",4295903461,"CF Industries Holdings Inc",154083547848,"2011-08-02","2012-05-01","2017-05-01","Revolving Credit Facility","General Corporate Purpose",NA,"CF Industries Holdings Inc",5e+08,22,"Northern Trust Corp","NORTHERN-T-CORP","Participant",22727272.7272727
"15146",4295903461,"CF Industries Holdings Inc",154083578877,"2013-04-22","2013-04-22","2018-05-01","Revolving Credit Facility","General Corporate Purpose",NA,"CF Industries Holdings Inc",1e+09,22,"Truist Financial Corp","TRUIST-FIN","Participant",45454545.4545455
"15147",4295903461,"CF Industries Holdings Inc",154083593776,"2015-08-13","2015-09-18","2016-09-17","Bridge Loan","Future Acquisitions","Bullet","CF Industries Holdings Inc",4e+09,15,"JP Morgan & Co Inc","JPM","Administration Agent",4.5e+07
"15148",4295903461,"CF Industries Holdings Inc",154083593777,"2015-08-13","2015-09-18","2016-09-17","Bridge Loan","Working Capital","Bullet","CF Industries Holdings Inc",4e+09,2,"BMO Capital Markets","BMO-CAPITAL","Syndication Agent",3.5e+07
"15149",4295903461,"CF Industries Holdings Inc",154083593887,"2015-09-03","2015-09-18","2020-09-18","Revolving Credit Facility","Stock Repurchase",NA,"CF Industries Holdings Inc",2e+09,11,"GE Capital","GE-CAPITAL","Syndication Agent",3.5e+07
"15150",4295903461,"CF Industries Holdings Inc",154083611248,"2015-03-17","2015-03-20","2020-03-20","Revolving Credit Facility","Capital Expenditures",NA,"CF Industries Holdings Inc",1.5e+09,15,"Citi","CITI","Documentation Agent",3e+07
"15151",4295903461,"CF Industries Holdings Inc",154085557888,"2019-12-05","2019-12-05","2024-12-05","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"CF Industries Holdings Inc",7.5e+08,3,"BofA Securities Inc","BOFA-SEC-INC","Documentation Agent",2.7e+07
"15152",4295903461,"CF Industries Holdings Inc",154087357396,"2021-10-07","2021-10-07","2025-10-07","Term Loan","Working Capital",NA,"CF Industries Holdings Inc",47100000,11,"BofA Securities Inc","BOFA-SEC-INC","Participant",1.7e+07
"15153",4295903461,"CF Industries Holdings Inc",154087997611,"2023-05-12","2023-05-12","2024-12-05","Revolving Credit Facility","General Corporate Purpose",NA,"CF Industries Holdings Inc",7.5e+08,13,"CoBank ACB","COBANK","Participant",1.7e+07
"15154",4295903461,"CF Industries Holdings Inc",154088270384,"2023-10-26","2023-10-26","2028-10-26","Revolving Credit Facility","Acquisition Finance",NA,"CF Industries Holdings Inc",7.5e+08,4,"Wells Fargo & Co","WF","Participant",1.7e+07
"15155",4295903461,"CF Industries Holdings Inc",154088270385,"2023-10-26","2023-10-26","2028-10-26","Revolving Credit Facility","General Corporate Purpose",NA,"CF Industries Holdings Inc",7.5e+08,10,"Natixis","NATIXIS","Participant",1.7e+07
"15156",4295903461,"CF Industries Holdings Inc",154088976253,"2025-06-30","2025-06-30",NA,"Revolving Credit or Term Loan","Acquisition Finance",NA,"CF Industries Holdings Inc",1.04e+09,3,"Raiffeisen Bank International AG{RBI}","RAIFFEISEN-BI","Participant",1e+07
"15157",4295903461,"CF Industries Holdings Inc",154088976254,"2025-06-30","2025-06-30",NA,"Revolving Credit or Term Loan","General Corporate Purpose",NA,"CF Industries Holdings Inc",1.04e+09,4,"Morgan Stanley","MORGAN-STANLEY","Administration Agent",2.6e+08
"15158",4295903461,"CF Industries Holdings Inc",154089075704,"2025-09-04","2025-09-04","2030-09-04","Revolving Credit Facility","Working Capital",NA,"CF Industries Holdings Inc",7.5e+08,2,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Syndication Agent",3.75e+08
"15159",4295903461,"CF Industries Holdings Inc",154089083138,"2025-09-04","2025-09-04","2030-09-04","Revolving Credit Facility","Capital Expenditures",NA,"CF Industries Holdings Inc",7.5e+08,1,"BMO Capital Markets","BMO-CAPITAL","Documentation Agent",7.5e+08
"15160",4295903461,"CF Industries Holdings Inc",154089284281,"2026-02-26","2026-02-26",NA,"Revolving Credit or Term Loan","General Corporate Purpose",NA,"CF Industries Holdings Inc",1345205303.95234,1,"Natixis","NATIXIS","Documentation Agent",1345205303.95234
"15161",4295903461,"CF Industries Holdings Inc",154089284282,"2026-02-26","2026-02-26",NA,"Revolving Credit or Term Loan","Working Capital",NA,"CF Industries Holdings Inc",1345205303.95234,1,"Wells Fargo & Co","WF","Documentation Agent",1345205303.95234
"15366",4295903104,"Deere & Co",154083342457,"1986-09-04","1986-09-04","1989-09-04","Revolving Credit Facility","General Corporate Purpose","Amortizing","Deere & Co",432962909.510752,27,"TD Securities Inc","TD-SECURITIES","Lead Manager",16035663.315213
"15367",4295903104,"Deere & Co",154083346305,"1988-07-27","1988-07-27",NA,"Revolving Credit Facility","General Corporate Purpose","Amortizing","Deere & Co",1e+09,19,"Scotiabank","SCOTIABANK","Participant",52631578.9473684
"15368",4295903104,"Deere & Co",154083346469,"1987-12-17","1987-12-17",NA,"Multiple Loan Facility","General Corporate Purpose","Amortizing","Deere & Co",5e+08,12,"BofA Securities Inc","BOFA-SEC-INC","Participant",41666666.6666667
"15369",4295903104,"Deere & Co",154083349502,"1985-06-07","1985-06-07","1990-06-07","Transferable Revolving Underwriting Facility","General Corporate Purpose","Amortizing","Deere & Co",1.3e+09,11,"BMO Capital Markets","BMO-CAPITAL","Participant",118181818.181818
"15370",4295903104,"Deere & Co",154083365729,"1994-10-01","1994-12-14",NA,"Term Loan","Refinancing",NA,"Deere & Co",8.25e+08,24,"JP Morgan & Co Inc","JPM","Participant",34375000
"15371",4295903104,"Deere & Co",154083370219,"1993-03-26","1993-03-26",NA,"Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",1.065e+09,21,"CIBC World Markets Inc","CIBC-WORLD","Participant",50714285.7142857
"15372",4295903104,"Deere & Co",154083370304,"1993-03-29","1993-03-29","1996-03-29","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",821972734.562951,11,"RBC Capital Markets","RBC-CAP-MKTS","Participant",74724794.0511774
"15373",4295903104,"Deere & Co",154083371681,"1993-04-01","1993-04-01","1996-04-01","Term Loan","Standby/CP Support",NA,"Deere & Co",813621209.715828,22,"Gentra Inc","GENTRA","Participant",36982782.2598104
"15374",4295903104,"Deere & Co",154083372577,"1993-12-15",NA,"1999-01-01","Revolving Credit Facility","Refinancing","Bullet","Deere & Co",1.65e+09,24,"JP Morgan & Co Inc","JPM","Facility Agent",68750000
"15375",4295903104,"Deere & Co",154083372578,"1993-12-15",NA,"1994-01-01","Revolving Credit Facility","Refinancing","Bullet","Deere & Co",1.65e+09,4,"Barclays","BARCLAYS-CAP","Participant",412500000
"15376",4295903104,"Deere & Co",154083378497,"1992-09-01","1992-09-01",NA,"Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",2e+08,27,"BofA Securities Inc","BOFA-SEC-INC","Participant",7407407.40740741
"15377",4295903104,"Deere & Co",154083380499,"1989-12-15","1989-12-15","1994-12-15","Multiple Loan Facility","Refinancing","Amortizing","Deere & Co",7.5e+08,30,"BNP Paribas SA","BNP-PARIBAS","Participant",2.5e+07
"15378",4295903104,"Deere & Co",154083382352,"1989-11-30","1989-11-30",NA,"Revolving Credit Facility","General Corporate Purpose","Amortizing","Deere & Co",1.75e+09,11,"Scotiabank","SCOTIABANK","Participant",159090909.090909
"15379",4295903104,"Deere & Co",154083383033,"1996-02-27","1996-02-27",NA,"Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",4.2e+09,9,"BofA Securities Inc","BOFA-SEC-INC","Participant",466666666.666667
"15380",4295903104,"Deere & Co",154083383034,"1996-02-27","1996-02-27","1997-02-25","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",4.2e+09,7,"Piper Sandler & Co","PIPER-SANDLER","Participant",6e+08
"15381",4295903104,"Deere & Co",154083383236,"1990-03-01","1990-03-01",NA,"Revolving Credit Facility","General Corporate Purpose","Amortizing","Deere & Co",671986560.268795,20,"Bank of New York Mellon Corp","BNY-MELLON","Participant",33599328.0134398
"15382",4295903104,"Deere & Co",154083386155,"1995-04-05","1995-04-05","1996-04-04","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",5e+08,24,"Chicago-Tokyo Bank","BOTCB","Participant",20833333.3333333
"15383",4295903104,"Deere & Co",154083386194,"1995-04-05","1995-04-05","1996-04-04","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",5e+08,24,"JP Morgan & Co Inc","JPM","Participant",20833333.3333333
"15384",4295903104,"Deere & Co",154083386196,"1995-04-05","1995-04-05","2000-04-04","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",3.5e+09,24,"Deutsche Bank","DEUTSCHE-BANK","Participant",145833333.333333
"15385",4295903104,"Deere & Co",154083386347,"1995-04-05","1995-04-05","2000-04-04","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",3.5e+09,11,"JP Morgan & Co Inc","JPM","Participant",318181818.181818
"15386",4295903104,"Deere & Co",154083392411,"1997-02-21","1997-02-21","1998-02-24","Revolving Credit Facility","Refinancing","Amortizing","Deere & Co",4e+09,11,"JP Morgan & Co Inc","JPM","Participant",363636363.636364
"15387",4295903104,"Deere & Co",154083392412,"1997-02-21","1997-02-21","2002-02-25","Revolving Credit Facility","Refinancing",NA,"Deere & Co",4e+09,8,"BofA Securities Inc","BOFA-SEC-INC","Participant",5e+08
"15388",4295903104,"Deere & Co",154083397748,"1998-02-24","1998-02-24","2003-02-24","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",5e+09,8,"CIBC World Markets Inc","CIBC-WORLD","Participant",6.25e+08
"15389",4295903104,"Deere & Co",154083397749,"1998-02-24","1998-02-24","1998-02-24","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",5e+09,30,"Citi","CITI","Participant",166666666.666667
"15390",4295903104,"Deere & Co",154083400929,"1999-02-23","1999-02-23","2000-02-22","Revolving Credit Facility","Refinancing","Bullet","Deere & Co",2e+09,29,"Commerzbank AG","COMMERZBANK","Participant",68965517.2413793
"15391",4295903104,"Deere & Co",154083406983,"2000-01-01",NA,"2000-12-30","Revolving Credit Facility","Standby/CP Support",NA,"Deere & Co",2e+09,11,"Deutsche Bank","DEUTSCHE-BANK","Participant",181818181.818182
"15392",4295903104,"Deere & Co",154083407165,"2000-02-22","2000-02-22","2001-02-20","Revolving Credit Facility","Standby/CP Support","Bullet","Deere & Co",4.5e+09,11,"Commerzbank AG","COMMERZBANK","Participant",409090909.090909
"15393",4295903104,"Deere & Co",154083407166,"2000-02-22","2000-02-22","2005-02-22","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",4.5e+09,24,"JP Morgan & Co Inc","JPM","Participant",187500000
"15394",4295903104,"Deere & Co",154083414997,"2001-02-20","2001-02-20","2006-02-20","Revolving Credit Facility","Stock Repurchase","Bullet","Deere & Co",4.15e+09,20,"Bank of New York Mellon Corp","BNY-MELLON","Participant",207500000
"15395",4295903104,"Deere & Co",154083415486,"2001-02-20","2001-02-20","2002-02-19","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",4.15e+09,20,"JP Morgan & Co Inc","JPM","Participant",207500000
"15396",4295903104,"Deere & Co",154083423371,"2002-01-25","2002-02-19","2003-02-18","Revolving Credit Facility","Stock Repurchase","Bullet","Deere & Co",1.85e+09,24,"Bank of New York Mellon Corp","BNY-MELLON","Participant",77083333.3333333
"15397",4295903104,"Deere & Co",154083435327,"2003-01-30","2003-02-18","2004-02-17","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",1.35e+09,30,"Northern Trust Corp","NORTHERN-T-CORP","Participant",4.5e+07
"15398",4295903104,"Deere & Co",154083440853,"2004-02-11","2004-02-17","2005-02-15","364 Day Revolver","Future Acquisitions","Bullet","Deere & Co",2.5e+09,29,"RBC Capital Markets","RBC-CAP-MKTS","Participant",86206896.5517241
"15399",4295903104,"Deere & Co",154083443508,"2004-01-22",NA,"2005-01-20","364 Day Revolver","Stock Repurchase",NA,"Deere & Co",2.5e+09,26,"Societe Generale SA","SOC-GEN","Participant",96153846.1538462
"15400",4295903104,"Deere & Co",154083443509,"2004-01-22",NA,"2009-01-22","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",2.5e+09,7,"TD Securities Inc","TD-SECURITIES","Participant",357142857.142857
"15401",4295903104,"Deere & Co",154083443845,"2004-02-11","2004-02-17","2009-02-17","Revolving Credit Facility","Future Acquisitions","Bullet","Deere & Co",2.5e+09,24,"Barclays","BARCLAYS-CAP","Agent",104166666.666667
"15402",4295903104,"Deere & Co",154083457404,"2005-01-27","2005-02-15","2006-02-14","364 Day Revolver","Stock Repurchase","Bullet","Deere & Co",1.25e+09,18,"BNP Paribas SA","BNP-PARIBAS","Agent",69444444.4444444
"15403",4295903104,"Deere & Co",154083457405,"2005-01-27","2005-02-15","2010-02-15","Revolving Credit Facility","General Corporate Purpose","Bullet","Deere & Co",1.25e+09,10,"Deutsche Bank","DEUTSCHE-BANK","Agent",1.25e+08
"15404",4295903104,"Deere & Co",154083470338,"2006-02-14","2006-02-14","2011-02-14","Revolving Credit Facility","Stock Repurchase",NA,"Deere & Co",3e+09,22,"Deutsche Bank","DEUTSCHE-BANK","Facility Agent",136363636.363636
"15405",4295903104,"Deere & Co",154083471777,"2006-01-19",NA,"2011-01-19","Revolving Credit Facility","Standby/CP Support",NA,"Deere & Co",3e+09,24,"Commerzbank AG","COMMERZBANK","Lead Manager",1.25e+08
"15406",4295903104,"Deere & Co",154083489012,"2012-02-27","2012-02-27","2013-02-25","364 Day Revolver","General Corporate Purpose",NA,"Deere & Co",2.25e+09,22,"Commerzbank AG","COMMERZBANK","Lead Manager",102272727.272727
"15407",4295903104,"Deere & Co",154083489013,"2012-02-27","2012-02-27","2017-02-27","Revolving Credit Facility","Future Acquisitions",NA,"Deere & Co",2.25e+09,8,"Societe Generale SA","SOC-GEN","Lead Manager",281250000
"15408",4295903104,"Deere & Co",154083527035,"2008-03-04","2008-03-04","2009-03-03","364 Day Revolver","General Corporate Purpose","Bullet","Deere & Co",7.5e+08,21,"BofA Securities Inc","BOFA-SEC-INC","Co-Lead Manager",35714285.7142857
"15409",4295903104,"Deere & Co",154083528090,"2010-02-20",NA,"2013-02-20","Term Loan","Future Acquisitions",NA,"Deere & Co",1.5e+09,10,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Co-Lead Manager",1.5e+08
"15410",4295903104,"Deere & Co",154083535669,"2009-03-03","2009-03-03","2010-03-02","364 Day Revolver","Refinancing",NA,"Deere & Co",7.5e+08,29,"BofA Securities Inc","BOFA-SEC-INC","Co-Lead Manager",25862068.9655172
"15411",4295903104,"Deere & Co",154083547972,"2011-02-09","2011-02-28","2015-03-28","Revolving Credit Facility","Refinancing","Bullet","Deere & Co",3.5e+09,7,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Co-Lead Manager",5e+08
"15412",4295903104,"Deere & Co",154083547973,"2011-02-09","2011-02-28","2012-02-27","364 Day Revolver","General Corporate Purpose","Bullet","Deere & Co",3.5e+09,6,"JP Morgan & Co Inc","JPM","Co-Lead Manager",583333333.333333
"15413",4295903104,"Deere & Co",154083548683,"2010-03-02","2010-03-02","2013-04-02","Revolving Credit Facility","Future Acquisitions",NA,"Deere & Co",1.5e+09,18,"BofA Securities Inc","BOFA-SEC-INC","Facility Agent",83333333.3333333
"15414",4295903104,"Deere & Co",154083553798,"2007-02-01",NA,"2012-02-01","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",3.75e+09,9,"Scotiabank","SCOTIABANK","Lead Manager",416666666.666667
"15415",4295903104,"Deere & Co",154083555317,"2007-02-28","2007-02-28","2012-02-28","Revolving Credit Facility","Refinance/Retiring Bank Debt","Bullet","Deere & Co",3.75e+09,11,"BofA Securities Inc","BOFA-SEC-INC","Lead Manager",340909090.909091
"15416",4295903104,"Deere & Co",154083571475,"2013-12-23","2013-12-23","2018-12-23","Term Loan B","General Corporate Purpose",NA,"Deere & Co",311700000,26,"BMO Capital Markets","BMO-CAPITAL","Lead Manager",11988461.5384615
"15417",4295903104,"Deere & Co",154083571476,"2013-12-23","2013-12-23","2018-12-23","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Deere & Co",311700000,24,"Bank of New York Mellon Corp","BNY-MELLON","Lead Manager",12987500
"15418",4295903104,"Deere & Co",154083572470,"2013-02-25","2013-02-25","2014-02-24","364 Day Revolver","General Corporate Purpose",NA,"Deere & Co",6e+09,11,"Deutsche Bank","DEUTSCHE-BANK","Lead Manager",545454545.454545
"15419",4295903104,"Deere & Co",154083572471,"2013-02-25","2013-02-25","2017-04-02","Revolving Credit Facility","Refinancing",NA,"Deere & Co",6e+09,26,"BofA Securities Inc","BOFA-SEC-INC","Lead Manager",230769230.769231
"15420",4295903104,"Deere & Co",154083572472,"2013-02-25","2013-02-25","2018-04-02","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Deere & Co",6e+09,5,"JP Morgan & Co Inc","JPM","Lead Manager",1.2e+09
"15421",4295903104,"Deere & Co",154083574559,"2014-02-24","2014-02-24","2019-02-24","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",3.5e+09,21,"JP Morgan & Co Inc","JPM","Lead Manager",166666666.666667
"15422",4295903104,"Deere & Co",154083574560,"2014-02-24","2014-02-24","2015-02-23","364 Day Revolver","Refinance/Retiring Bank Debt",NA,"Deere & Co",3.5e+09,1,"Deutsche Bank","DEUTSCHE-BANK","Lead Manager",3.5e+09
"15423",4295903104,"Deere & Co",154083585433,"2014-02-24","2014-02-24","2018-02-24","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",2.5e+09,24,"Commerzbank AG","COMMERZBANK","Lead Manager",104166666.666667
"15424",4295903104,"Deere & Co",154083590755,"2015-02-23","2015-02-23","2016-02-22","364 Day Revolver","Refinance/Retiring Bank Debt",NA,"Deere & Co",4.1e+09,9,"Wells Fargo & Co","WF","Lead Manager",455555555.555556
"15425",4295903104,"Deere & Co",154083590756,"2015-02-23","2015-02-23","2020-04-02","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",4.1e+09,21,"JP Morgan & Co Inc","JPM","Lead Manager",195238095.238095
"15426",4295903104,"Deere & Co",154083596551,"2015-02-23","2015-02-23","2019-04-02","Revolving Credit Facility","Stock Repurchase",NA,"Deere & Co",2.9e+09,29,"JP Morgan & Co Inc","JPM","Lead Manager",1e+08
"15427",4295903104,"Deere & Co",154083626236,"2016-02-08","2016-02-22","2020-04-02","Revolving Credit Facility",NA,NA,"Deere & Co",2.9e+09,6,"JP Morgan & Co Inc","JPM","Lead Manager",483333333.333333
"15428",4295903104,"Deere & Co",154083631590,"2016-02-08","2016-02-22","2021-04-02","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",4.1e+09,10,"UBS","UBS-BANK","Lead Manager",4.1e+08
"15429",4295903104,"Deere & Co",154083631591,"2016-02-08","2016-02-22","2017-02-21","364 Day Revolver","Refinance/Retiring Bank Debt",NA,"Deere & Co",4.1e+09,22,"BofA Securities Inc","BOFA-SEC-INC","Lead Manager",186363636.363636
"15430",4295903104,"Deere & Co",154083639269,"2017-02-17","2017-02-17","2021-04-02","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",2.5e+09,7,"Societe Generale SA","SOC-GEN","Lead Manager",357142857.142857
"15431",4295903104,"Deere & Co",154083643521,"2017-10-24","2017-10-24","2018-10-23","364 Day Revolver","Refinance/Retiring Bank Debt",NA,"Deere & Co",7.5e+08,22,"TD Securities Inc","TD-SECURITIES","Lead Manager",34090909.0909091
"15432",4295903104,"Deere & Co",154083649131,"2017-02-17","2017-02-17","2022-04-02","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",4.25e+09,5,"BNP Paribas SA","BNP-PARIBAS","Co-Lead Manager",8.5e+08
"15433",4295903104,"Deere & Co",154083649132,"2017-02-17","2017-02-17","2018-02-16","364 Day Revolver","Refinance/Retiring Bank Debt",NA,"Deere & Co",4.25e+09,9,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Co-Lead Manager",472222222.222222
"15434",4295903104,"Deere & Co",154084988249,"2018-02-16","2018-02-16","2019-02-15","364 Day Revolver","General Corporate Purpose",NA,"Deere & Co",1.75e+09,10,"Bank of New York Mellon Corp","BNY-MELLON","Co-Lead Manager",1.75e+08
"15435",4295903104,"Deere & Co",154085193942,"2018-08-31","2018-08-31","2019-10-22","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Deere & Co",7.5e+08,4,"National Australia Bank Ltd","NATL-AUST-BK","Co-Lead Manager",187500000
"15436",4295903104,"Deere & Co",154085362592,"2019-04-01","2019-04-01","2023-04-01","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",7.8e+09,12,"Aozora Bank Ltd","AOZORA-BANK","Co-Lead Manager",6.5e+08
"15437",4295903104,"Deere & Co",154085362593,"2019-04-01","2019-04-01","2024-04-01","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",7.8e+09,7,"RBC Capital Markets","RBC-CAP-MKTS","Co-Lead Manager",1114285714.28571
"15438",4295903104,"Deere & Co",154085362594,"2019-04-01","2019-04-01","2020-03-31","364 Day Revolver","Future Acquisitions",NA,"Deere & Co",7.8e+09,8,"Great Pacific Capital SA","PACIFIC","Manager",9.75e+08
"15439",4295903104,"Deere & Co",154086844437,"2020-03-30","2020-03-30","2021-03-29","364 Day Revolver","Leveraged Buyout",NA,"Deere & Co",8e+09,6,"SBI Holdings Inc","SBI-HOL","Manager",1333333333.33333
"15440",4295903104,"Deere & Co",154086844438,"2020-03-30","2020-03-30","2024-03-30","Revolving Credit Facility","Leveraged Buyout",NA,"Deere & Co",8e+09,9,"JP Morgan & Co Inc","JPM","Arranger",888888888.888889
"15441",4295903104,"Deere & Co",154086844439,"2020-03-30","2020-03-30","2025-03-30","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",8e+09,7,"Deutsche Bank","DEUTSCHE-BANK","Co-Arranger",1142857142.85714
"15442",4295903104,"Deere & Co",154087115050,"2021-03-19","2021-03-29","2022-03-28","364 Day Revolver","General Corporate Purpose",NA,"Deere & Co",8e+09,4,"Commerzbank AG","COMMERZBANK","Participant",2e+09
"15443",4295903104,"Deere & Co",154087115051,"2021-03-19","2021-03-29","2025-03-29","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Deere & Co",8e+09,8,"Societe Generale SA","SOC-GEN","Participant",1e+09
"15444",4295903104,"Deere & Co",154087115052,"2021-03-19","2021-03-29","2026-03-29","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",8e+09,3,"TD Securities Inc","TD-SECURITIES","Arranger",2666666666.66667
"15445",4295903104,"Deere & Co",154087507737,"2022-03-16","2022-03-28","2023-03-27","364 Day Revolver","General Corporate Purpose",NA,"Deere & Co",8e+09,12,"Scotiabank","SCOTIABANK","Participant",666666666.666667
"15446",4295903104,"Deere & Co",154087507738,"2022-03-16","2022-03-28","2026-03-28","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",8e+09,7,"CIBC World Markets Inc","CIBC-WORLD","Participant",1142857142.85714
"15447",4295903104,"Deere & Co",154087507739,"2022-03-16","2022-03-28","2027-03-28","Revolving Credit Facility","General Corporate Purpose",NA,"Deere & Co",8e+09,11,"RBC Capital Markets","RBC-CAP-MKTS","Participant",727272727.272727
