Instrument,Company Common Name,Investor Full Name,Investor Shares Held,Holdings Pct Of Traded Shares Held,Close Price
ULVR.L,,Jung (Andrea),4576,0.0002,
ULVR.L,,"Caja España Fondos, S.A., S.G.I.I.C.",4503,0.0002,
ULVR.L,,Harvard House Investment Management (Pty) Ltd.,4444,0.0002,
ULVR.L,,Downing LLP,4396,0.0002,
ULVR.L,,Baader Bank AG,4377,0.0002,
ULVR.L,,Fiske Plc,4269,0.0002,
ULVR.L,,DCP Client Partner AG,4255,0.0002,
ULVR.L,,"Asesores y Gestores Financieros Fondos, SGIIC, S.A.",4178,0.0002,
ULVR.L,,Glogger Vermögensverwaltung AG,4177,0.0002,
ULVR.L,,Stonehage Fleming Investment Management Limited,4160,0.0002,
ULVR.L,,"Brandes Investment Partners, L.P.",4042,0.0002,
ULVR.L,,"Cambria Investment Management, L.P.",4023,0.0002,
ULVR.L,,Brompton Asset Management LLP,3976,0.0002,
ULVR.L,,Franklin Templeton International Services SARL,3973,0.0002,
ULVR.L,,Source For Alpha (Deutschland) AG,3956,0.0002,
ULVR.L,,Panza Capital SGIIC Sa,3954,0.0002,
ULVR.L,,PVV Private VermögensVerwaltung AG,3946,0.0002,
ULVR.L,,"Cullen, Patterson Capital Management, LLC",3876,0.0002,
ULVR.L,,Great Dane Fund Advisors A/S,3858,0.0002,
ULVR.L,,"Solventis A.V., S.A.",3832,0.0002,
ULVR.L,,FOCAM AG,3764,0.0002,
ULVR.L,,Trésor Wealth (Pty) Ltd.,3658,0.0002,
ULVR.L,,GSAM + Spee Asset Management AG,3644,0.0002,
ULVR.L,,"Polen Capital Management, LLC",3577,0.0002,
ULVR.L,,MC vermögensmanagement AG,3556,0.0002,
ULVR.L,,FV Frankfurter Vermögen AG,3555,0.0002,
ULVR.L,,Hennah (Adrian Nevil),3555,0.0002,
ULVR.L,,Yellowfin Asset Management GmbH,3510,0.0002,
ULVR.L,,Barings (U.K.) Limited,3492,0.0002,
ULVR.L,,Lampe Asset Management GmbH,3466,0.0002,
ULVR.L,,HUK-COBURG Asset Management GmbH,3466,0.0002,
ULVR.L,,Fondsforvaltning A/S,3417,0.0002,
ULVR.L,,Nest Asset Management,3413,0.0002,
ULVR.L,,TBF Global Asset Management GmbH,3377,0.0002,
ULVR.L,,Freiburger Vermögensmanagement GmbH,3356,0.0002,
ULVR.L,,Merchant West Pty Ltd,3308,0.0002,
ULVR.L,,TimeInvest Fondsmæglerselskab A/S,3300,0.0002,
ULVR.L,,Stadtsparkasse Düsseldorf,3209,0.0001,
ULVR.L,,Debeka Asset Management GmbH,3169,0.0001,
ULVR.L,,Masiyiwa (Strive),3138,0.0001,
ULVR.L,,"Gesinter S.G.I.I.C., S.A.",3115,0.0001,
ULVR.L,,Quorus Vermögensverwaltung AG,3111,0.0001,
ULVR.L,,Alterarea EAF S.L.,3102,0.0001,
ULVR.L,,IQ EQ Fund Management (Ireland) Limited,3097,0.0001,
ULVR.L,,Fubon Asset Management Company Ltd.,3026,0.0001,
ULVR.L,,Tidal Investments LLC,2985,0.0001,
ULVR.L,,Fisher Investments GmbH,2945,0.0001,
ULVR.L,,Majedie Investments PLC,2924,0.0001,
ULVR.L,,Deutsche Bank AG (Germany),2917,0.0001,
ULVR.L,,Hellerich GmbH,2844,0.0001,
ULVR.L,,Meiji Yasuda Asset Management Company Ltd.,2829,0.0001,
ULVR.L,,NBG Asset Management Mutual Funds Management Company S.A.,2826,0.0001,
ULVR.L,,Strive Asset Management LLC,2704,0.0001,
ULVR.L,,Arfina Capital SA,2667,0.0001,
ULVR.L,,Emirates NBD Asset Management Limited,2666,0.0001,
ULVR.L,,Oasis Asset Management Ltd.,2662,0.0001,
ULVR.L,,"Resona Asset Management Co., Ltd.",2624,0.0001,
ULVR.L,,"Schafer Cullen Capital Management, Inc.",2530,0.0001,
ULVR.L,,DJD Partners Trust reg.,2453,0.0001,
ULVR.L,,ATB Investment Management Inc.,2399,0.0001,
ULVR.L,,Hypo Tirol Bank AG,2372,0.0001,
ULVR.L,,"Operadora de Fondos Azimut-Mexico, S.A. de C.V.",2284,0.0001,
ULVR.L,,Hartmann (Judith),2222,0.0001,
ULVR.L,,MRB Fund Partners AG,2222,0.0001,
ULVR.L,,"Tokio Marine Asset Management Co., Ltd.",2222,0.0001,
ULVR.L,,Yujnovich (Zoe),2222,0.0001,
ULVR.L,,UB Rahastoyhtiö Oy,2213,0.0001,
ULVR.L,,AIIMAN Asset Management Sdn. Bhd.,2178,0.0001,
ULVR.L,,Anchor Capital (Pty) Ltd,2152,0.0001,
ULVR.L,,SG Kleinwort Hambros Bank Limited,2133,0.0001,
ULVR.L,,Fisher Investments,2129,0.0001,
ULVR.L,,Cadelux S.A.,2093,0.0001,
ULVR.L,,"Horizon Investments, LLC",2082,0.0001,
ULVR.L,,Hellenic Asset Management,2057,0.0001,
ULVR.L,,"China Asset Management Co., Ltd.",2040,0.0001,
ULVR.L,,House Of Wealth SA,2000,0.0001,
ULVR.L,,Kilsby (Susan Saltzbart),2000,0.0001,
ULVR.L,,Lemanik Asset Management S.A.,1956,0.0001,
ULVR.L,,La Française AM,1924,0.0001,
ULVR.L,,Saturna Capital Corporation,1922,0.0001,
ULVR.L,,Adam & Company Investment Management Ltd.,1904,0.0001,
ULVR.L,,M.M.Warburg & CO (AG & Co.) KGaA,1853,0.0001,
ULVR.L,,CA Indosuez (Switzerland) S.A.,1814,0.0001,
ULVR.L,,ALPS Family Office AG,1782,0.0001,
ULVR.L,,Amundi Japan Ltd.,1778,0.0001,
ULVR.L,,Pyxis Investment Management (Pty) Ltd,1778,0.0001,
ULVR.L,,Trend-Kairos-Capital GmbH,1778,0.0001,
ULVR.L,,PanAgora Asset Management Inc.,1763,0.0001,
ULVR.L,,Apex Investment Consulting SA (Pty) Ltd,1751,0.0001,
ULVR.L,,"Tressis Gestion, S.G.I.I.C., S.A.",1747,0.0001,
ULVR.L,,"Afi Inversiones Globales, SGIIC",1744,0.0001,
ULVR.L,,Verso Investment Management LLP,1697,0.0001,
ULVR.L,,Veritas Investment Associates S.A.S.,1674,0.0001,
ULVR.L,,Amadeus Capital SA,1646,0.0001,
ULVR.L,,Wealthpoint Capital Pty Ltd,1635,0.0001,
ULVR.L,,FIDUCENTER S.A.,1627,0.0001,
ULVR.L,,Skyblue Fund Managers (Pty) Ltd,1604,0.0001,
ULVR.L,,C-QUADRAT Wealth Management GmbH,1603,0.0001,
ULVR.L,,Generali Personenversicherungen AG,1588,0.0001,
ULVR.L,,Man Investments Inc,1580,0.0001,
ULVR.L,,IPConcept (Luxemburg) S.A.,1555,0.0001,
ULVR.L,,Corion Capital (Pty) Ltd,1547,0.0001,
ULVR.L,,Swan Asset Management SA,1475,0.0001,
ULVR.L,,"Gesconsult S.G.I.I.C., S.A.",1394,0.0001,
ULVR.L,,Bordier & Cie,1333,0.0001,
ULVR.L,,"Link Fund Solutions, Ltd.",1333,0.0001,
ULVR.L,,RHB Asset Management Sdn. Bhd.,1282,0.0001,
ULVR.L,,Citadel Asset Management,1257,0.0001,
ULVR.L,,Laffitte Capital Management,1244,0.0001,
ULVR.L,,abrdn Asia Limited,1225,0.0001,
ULVR.L,,I.C.M. Investment Bank AG,1200,0.0001,
ULVR.L,,Vogt Asset Management AG,1161,0.0001,
ULVR.L,,Plexus Wealth (Pty) Ltd,1072,0.0,
ULVR.L,,"Sompo Asset Management Co.,Ltd.",978,0.0,
ULVR.L,,FCG Fonder AB,962,0.0,
ULVR.L,,Banca Finnat Euramerica S.p.A.,895,0.0,
ULVR.L,,Pure Capital S.A.,889,0.0,
ULVR.L,,"A&G Private Equity, S.L",889,0.0,
ULVR.L,,Federated Hermes Investment Management Company,868,0.0,
ULVR.L,,"Trea Asset Management S.G.I.I.C., S.A.",770,0.0,
ULVR.L,,Canada Life Assurance Company,743,0.0,
ULVR.L,,VeloFunds Towarzystwo Funduszy Inwestycyjnych S.A.,677,0.0,
ULVR.L,,"Russell Investments Japan Co., Ltd.",666,0.0,
ULVR.L,,Sentio Capital Management (Pty) Ltd,638,0.0,
ULVR.L,,Nomura Asset Management (UK) Ltd.,623,0.0,
ULVR.L,,Tolomeo Capital AG,621,0.0,
ULVR.L,,"Keppler Asset Management, Inc.",533,0.0,
ULVR.L,,Edmond De Rothschild Asset Management (Luxembourg),504,0.0,
ULVR.L,,PI Investment Managers (Pty) Ltd,502,0.0,
ULVR.L,,"KB Asset Management Co., Ltd.",500,0.0,
ULVR.L,,PineBridge Investments LLC,496,0.0,
ULVR.L,,Shinhan Asset Management Co Ltd,489,0.0,
ULVR.L,,AXA Investment Managers Deutschland GmbH,364,0.0,
ULVR.L,,Anytime Invest GmbH,364,0.0,
ULVR.L,,"ATL 12 Capital Gestión SGIIC, S.A.",352,0.0,
ULVR.L,,LLB Swiss Investment AG,335,0.0,
ULVR.L,,RHB Asset Management Pte. Ltd.,260,0.0,
ULVR.L,,Man Solutions Ltd,193,0.0,
ULVR.L,,Guinness Atkinson Asset Management Inc.,189,0.0,
ULVR.L,,Edmond de Rothschild (Suisse) S.A.,148,0.0,
ULVR.L,,"Man Investments, Ltd.",89,0.0,
ULVR.L,,"J.P. Morgan Investment Management, Inc. (SI)",87,0.0,
ULVR.L,,Daiwa Asset Management (America) Ltd.,39,0.0,
ULVR.L,,Kakkad (Prakash),26,0.0,
ULVR.L,,Western Asset Management Company (Asia),20,0.0,
ULVR.L,,Invesco Management SA,0,0.0,
ULVR.L,,Sanlam Private Wealth South Africa ( Pty Ltd ),0,0.0,
ULVR.L,,Saranac Partners Limited,0,0.0,
ULVR.L,,Alpha Patrimoine S.A.,0,0.0,
ULVR.L,,Valori Asset Management SA,0,0.0,
ULVR.L,,Fidelity Investments Canada ULC,0,0.0,
ULVR.L,,MEAG MUNICH ERGO AssetManagement GmbH,0,0.0,
ULVR.L,,Sparkasse Hannover,0,0.0,
ULVR.L,,Sparkasse Trier,0,0.0,
ULVR.L,,Neuberger Berman Investment Advisors LLC,0,0.0,
ULVR.L,,European Capital Partners,0,0.0,
ULVR.L,,Global Systematic Investors LLP,0,0.0,
ULVR.L,,AIFM Capital AB,0,0.0,
ULVR.L,,Bovay & Partenaires SA,0,0.0,
ULVR.L,,Old Mission Capital LLC,0,0.0,
ULVR.L,,CONINCO Explorers in finance SA,0,0.0,
ULVR.L,,Shareholder Value Management AG,0,0.0,
ULVR.L,,Arabesque Asset Management Ltd,0,0.0,
ULVR.L,,Eleva Capital SAS,0,0.0,
ULVR.L,,Fideas CAPITAL,0,0.0,
ULVR.L,,Banor Capital Limited,0,0.0,
ULVR.L,,Banque Transatlantique Luxembourg S.A.,0,0.0,
ULVR.L,,ANDBANK Asset Management Luxembourg SA,0,0.0,
ULVR.L,,"Julius Baer Gestión, S.G.I.I.C., S.A.",0,0.0,
ULVR.L,,LFG+ZEST SA,0,0.0,
ULVR.L,,"Patrivalor, S.G.I.I.C. S.A.",0,0.0,
ULVR.L,,Tailor Asset Management,0,0.0,
ULVR.L,,Schiketanz Capital Advisors GmbH,0,0.0,
ULVR.L,,Movestic Livsförsäkring AB,0,0.0,
ULVR.L,,Alquity Investment Management Ltd.,0,0.0,
ULVR.L,,Aktia Invest Oy,0,0.0,
ULVR.L,,Rathbone Unit Trust Management Limited,0,0.0,
ULVR.L,,Ethenea Independent Investors S.A.,0,0.0,
ULVR.L,,FOCUS Asset Management GMBH,0,0.0,
ULVR.L,,Auris Gestion Privée,0,0.0,
ULVR.L,,Flourish Investment Corporation,0,0.0,
ULVR.L,,Richard Bernstein Advisors LLC,0,0.0,
ULVR.L,,"Arga Investment Management, LP",0,0.0,
ULVR.L,,Axis Asset Management Company Limited,0,0.0,
ULVR.L,,FCF Advisors LLC,0,0.0,
ULVR.L,,"Auriga Global Investors Sociedad de Valores, S.A.",0,0.0,
ULVR.L,,Schroder Investment Management (Taiwan) Limited,0,0.0,
ULVR.L,,Aramea Asset Management AG,0,0.0,
ULVR.L,,WBS Hünicke Vermögensverwaltung GmbH,0,0.0,
ULVR.L,,Anthilia Capital Partners SGR Spa,0,0.0,
ULVR.L,,Aquila AG,0,0.0,
ULVR.L,,PARTNERS VermögensManagement AG,0,0.0,
ULVR.L,,Cbus Super,0,0.0,
ULVR.L,,VM Vermögens-Management GmbH,0,0.0,
ULVR.L,,COLLEGIUM Vermoegensverwaltungs AG,0,0.0,
ULVR.L,,Ringelstein & Partner Vermögensbetreuung GmbH,0,0.0,
ULVR.L,,Robert Beer Investment GmbH,0,0.0,
ULVR.L,,Momentum Global Investment Management Limited,0,0.0,
ULVR.L,,BN & Partners Deutschland AG,0,0.0,
ULVR.L,,ARTS Asset Management GmbH,0,0.0,
ULVR.L,,Ziel Invest GmbH,0,0.0,
ULVR.L,,VP Fund Solutions (Liechtenstein) AG,0,0.0,
ULVR.L,,LOYS AG,0,0.0,
ULVR.L,,Raiffeisen Landesbank Südtirol AG,0,0.0,
ULVR.L,,Momentum Multi-Manager (Pty) Ltd,0,0.0,
ULVR.L,,Plutos Vermögensverwaltung AG,0,0.0,
ULVR.L,,Albrech & Cie. Vermögensverwaltung AG,0,0.0,
ULVR.L,,"Hartz, Regehr & Partner GmbH",0,0.0,
ULVR.L,,"Boston Common Asset Management, LLC",0,0.0,
ULVR.L,,PICTON Investments,0,0.0,
ULVR.L,,"Epoch Investment Partners, Inc.",0,0.0,
ULVR.L,,ReAssure Limited,0,0.0,
ULVR.L,,Controlfida (Suisse) SA,0,0.0,
ULVR.L,,Cholet Dupont Asset Management,0,0.0,
ULVR.L,,Formuepleje A/S,0,0.0,
ULVR.L,,Abu Dhabi Investment Authority,0,0.0,
ULVR.L,,Amiral Gestion S.A.,0,0.0,
ULVR.L,,Quilter Cheviot Investment Management,0,0.0,
ULVR.L,,Impax Asset Management Ltd.,0,0.0,
ULVR.L,,Railpen,0,0.0,
ULVR.L,,FIL Investment Management (Australia) Limited,0,0.0,
ULVR.L,,Northern Trust Global Investments,0,0.0,
ULVR.L,,"Neuberger Berman, LLC",0,0.0,
ULVR.L,,"BBVA Asset Management México, SA de CV",0,0.0,
ULVR.L,,Apo Asset Management GmbH,0,0.0,
ULVR.L,,PFA Asset Management,0,0.0,
ULVR.L,,Hauck Aufhäuser Lampe Privatbank AG,0,0.0,
ULVR.L,,FTC Capital GmbH,0,0.0,
ULVR.L,,Hauck & Aufhäuser Fund Services S.A.,0,0.0,
ULVR.L,,Silvercrest Asset Management Group LLC,0,0.0,
ULVR.L,,Intermoney Gestión S.G.I.I.C. S.A.,0,0.0,
ULVR.L,,Monega Kapitalanlagegesellschaft mbH,0,0.0,
ULVR.L,,AllianceBernstein Ltd. (Value),0,0.0,
ULVR.L,,Cicero Fonder AB,0,0.0,
ULVR.L,,NS Partners Ltd.,0,0.0,
ULVR.L,,"Popular Gestión Privada S.G.I.I.C., S.A.",0,0.0,
ULVR.L,,Kathrein Privatbank Aktiengesellschaft,0,0.0,
ULVR.L,,Quoniam Asset Management GmbH,0,0.0,
ULVR.L,,eQ Asset Management Oy,0,0.0,
ULVR.L,,"Arrowstreet Capital, Limited Partnership",0,0.0,
ULVR.L,,Alicanto Capital SGR S.p.A.,0,0.0,
ULVR.L,,Russell Investments Limited,0,0.0,
ULVR.L,,Eika Kapitalforvaltning AS,0,0.0,
ULVR.L,,"Gesnorte, S.A.",0,0.0,
ULVR.L,,Butterfield Bank (Channel Islands) Limited,0,0.0,
ULVR.L,,Axiom Investors,0,0.0,
ULVR.L,,"Scharf Investments, LLC",0,0.0,
ULVR.L,,Canada Life Asset Management Limited,0,0.0,
ULVR.L,,AMUNDI IBERIA SGIIC SA,0,0.0,
ULVR.L,,Aditya Birla Sun Life AMC Limited,0,0.0,
ULVR.L,,Eastspring Investments (Singapore) Limited,0,0.0,
ULVR.L,,Eastspring Investments (Hong Kong) Limited,0,0.0,
ULVR.L,,Alpha Trust Mutual Fund Management S.A.,0,0.0,
ULVR.L,,"Segall Bryant & Hamill, LLC",0,0.0,
ULVR.L,,"Oberweis Asset Management, Inc.",0,0.0,
ULVR.L,,Achmea Investment Management B.V.,0,0.0,
ULVR.L,,MFI Asset Management GmbH,0,0.0,
ULVR.L,,Keskinäinen eläkevakuutusyhtiö Varma,0,0.0,
ULVR.L,,AcomeA SGR S.p.A.,0,0.0,
ULVR.L,,"Appleton Partners, Inc.",0,0.0,
ULVR.L,,Guggenheim Investments,0,0.0,
ULVR.L,,"Smith Asset Management Group, LP",0,0.0,
ULVR.L,,Frankfurter Bankgesellschaft (Deutschland) AG,0,0.0,
ULVR.L,,La Française Systematic Asset Management GmbH,0,0.0,
ULVR.L,,"UBS Wealth Management, S.G.I.I.C., S.A.",0,0.0,
ULVR.L,,CA Indosuez Wealth (Europe) S.A.,0,0.0,
ULVR.L,,Frankfurter Bankgesellschaft (Schweiz) AG,0,0.0,
ULVR.L,,Banque et Caisse d'Epargne de l'Etat Luxembourg,0,0.0,
ULVR.L,,Fondsmæglerselskabet Maj Invest A/S,0,0.0,
ULVR.L,,UOB Asset Management Ltd.,0,0.0,
ULVR.L,,La Financière de l'Echiquier,0,0.0,
ULVR.L,,Alfred Berg Kapitalforvaltning AS,0,0.0,
ULVR.L,,ODIN Forvaltning AS,0,0.0,
ULVR.L,,Amundi (UK),0,0.0,
ULVR.L,,Ontario Teachers' Pension Plan Board,0,0.0,
ULVR.L,,OP Varainhoito Oy,0,0.0,
ULVR.L,,New Mexico State Investment Council,0,0.0,
ULVR.L,,Mondrian Investment Partners Ltd.,0,0.0,
ULVR.L,,VOLKSBANK WIEN AG,0,0.0,
ULVR.L,,First Sentier Investors (Hong Kong) Limited,0,0.0,
ULVR.L,,HSBC Global Asset Management (Hong Kong) Limited,0,0.0,
ULVR.L,,Schroder Investment Management (Singapore) Ltd.,0,0.0,
ULVR.L,,Barclays Wealth,0,0.0,
ULVR.L,,Baring Asset Management Ltd.,0,0.0,
ULVR.L,,Rathbones Investment Management Limited,0,0.0,
ULVR.L,,Bank Julius Bär & Co. AG,0,0.0,
ULVR.L,,Unigestion,0,0.0,
ULVR.L,,Danske Bank Asset Management,0,0.0,
ULVR.L,,Robeco Institutional Asset Management B.V.,0,0.0,
ULVR.L,,Western Asset Management Co.,0,0.0,
ULVR.L,,Principal Global Investors (Equity),0,0.0,
ULVR.L,,"Boston Advisors, LLC",0,0.0,
ULVR.L,,TCW Asset Management Company LLC,0,0.0,
ULVR.L,,Invesco Canada Ltd.,0,0.0,
ULVR.L,,"DWS Investment Management Americas, Inc.",0,0.0,
ULVR.L,,"BlackRock Financial Management, Inc.",0,0.0,
ULVR.L,,Industrial Alliance Investment Management Inc.,0,0.0,
ULVR.L,,Mawer Investment Management Ltd.,0,0.0,
ULVR.L,,Mackenzie Financial Corporation,0,0.0,
ULVR.L,,"Thrivent Asset Management, LLC",0,0.0,
ULVR.L,,"American Century Investment Management, Inc.",0,0.0,
ULVR.L,,Van Eck Associates Corporation,0,0.0,
ULVR.L,,Columbia Threadneedle Investments (US),0,0.0,
ULVR.L,,"Trillium Asset Management, LLC",0,0.0,
ULVR.L,,The Retirement Systems of Alabama,0,0.0,
ULVR.L,,CI Global Asset Management,0,0.0,
ULVR.L,,"Goldman Sachs Asset Management, L.P.",0,0.0,
ULVR.L,,Impax Asset Management LLC,0,0.0,
ULVR.L,,Calamos Advisors LLC,0,0.0,
ULVR.L,,Praemium Capital GmbH,0,0.0,
ULVR.L,,"BlackRock Fund Management Co., Ltd.",0,0.0,
ULVR.L,,Kahler & Kurz Capital GmbH,0,0.0,
ULVR.L,,Capio Capital GmbH,0,0.0,
ULVR.L,,FERI (Luxembourg) S.A.,0,0.0,
ULVR.L,,Invest4growth Asset Management Ltd,0,0.0,
ULVR.L,,Privalux Management SA,0,0.0,
ULVR.L,,Eagle Bay Family Office,0,0.0,
ULVR.L,,Waterloo Asset Management SA,0,0.0,
ULVR.L,,Collidr Asset Management Limited,0,0.0,
ULVR.L,,Wagner & Florack Vermögensverwaltung AG,0,0.0,
ULVR.L,,Roce Capital S.a.s.,0,0.0,
ULVR.L,,State Street Europe Limited,0,0.0,
ULVR.L,,DONNER & REUSCHEL Luxemburg S.A.,0,0.0,
ULVR.L,,Novum Asset Management AG,0,0.0,
ULVR.L,,"Kutxabank Investment, S.V., S.A.",0,0.0,
ULVR.L,,Old Mutual Wealth Trust Company (Pty) Ltd,0,0.0,
ULVR.L,,Zürich Beteiligungs-Aktiengesellschaft (Deutschland),0,0.0,
ULVR.L,,ProVidens Vermögensmanagement GmbH,0,0.0,
ULVR.L,,"Loreto Inversiones S.G.I.I.C, SAU",0,0.0,
UNFI.N,United Natural Foods Inc,"BlackRock Institutional Trust Company, N.A.",8681413,14.2899,47.53
UNFI.N,,"The Vanguard Group, Inc.",7135013,11.7445,
UNFI.N,,"Dimensional Fund Advisors, L.P.",3512872,5.7823,
UNFI.N,,"American Century Investment Management, Inc.",3003788,4.9443,
UNFI.N,,State Street Investment Management (US),2389186,3.9327,
UNFI.N,,"Senvest Management, LLC",2080564,3.4247,
UNFI.N,,Invesco Capital Management LLC,2043778,3.3641,
UNFI.N,,Brock Milton Capital AB,1835130,3.0207,
UNFI.N,,"D. E. Shaw & Co., L.P.",1768623,2.9112,
UNFI.N,,"SG Americas Securities, L.L.C.",1732060,2.851,
UNFI.N,,"Geode Capital Management, L.L.C.",1468591,2.4174,
UNFI.N,,"Charles Schwab Investment Management, Inc.",1119773,1.8432,
UNFI.N,,Nuveen LLC,822421,1.3537,
UNFI.N,,"BlackRock Financial Management, Inc.",634551,1.0445,
UNFI.N,,Victory Capital Management Inc.,609345,1.003,
UNFI.N,,"Northern Trust Investments, Inc.",570820,0.9396,
UNFI.N,,"Lakewood Capital Management, LP",550000,0.9053,
UNFI.N,,Morgan Stanley & Co. LLC,540512,0.8897,
UNFI.N,,Ophir Asset Management Pty Ltd,531027,0.8741,
UNFI.N,,"Bridgeway Capital Management, LLC",518555,0.8536,
UNFI.N,,Marshall Wace LLP,510712,0.8407,
UNFI.N,,Parametric Portfolio Associates LLC,503627,0.829,
UNFI.N,,"Arrowstreet Capital, Limited Partnership",471101,0.7754,
UNFI.N,,"JCP Investment Management, LLC",463300,0.7626,
UNFI.N,,"Goldman Sachs & Company, Inc.",424638,0.699,
UNFI.N,,Fidelity Management & Research Company LLC,400563,0.6593,
UNFI.N,,Millennium Management LLC,398946,0.6567,
UNFI.N,,Principal Global Investors (Equity),392675,0.6464,
UNFI.N,,PIMCO (US),388552,0.6396,
UNFI.N,,"ValueWorks, L.L.C.",383800,0.6317,
UNFI.N,,Trexquant Investment LP,382698,0.6299,
UNFI.N,,Douglas (James Alexander M JR),376302,0.6194,
UNFI.N,,Towle & Co,339796,0.5593,
UNFI.N,,JP Morgan Asset Management,331222,0.5452,
UNFI.N,,PanAgora Asset Management Inc.,311821,0.5133,
UNFI.N,,Citadel Advisors LLC,295054,0.4857,
UNFI.N,,"Research Affiliates, LLC",292388,0.4813,
UNFI.N,,"Wellington Management Company, LLP",281310,0.463,
UNFI.N,,"Aperio Group, LLC",280604,0.4619,
UNFI.N,,"BlackRock Investment Management, LLC",276181,0.4546,
UNFI.N,,Mellon Investments Corporation,268767,0.4424,
UNFI.N,,BNP Paribas Securities Corp. North America,259788,0.4276,
UNFI.N,,"J. Goldman & Co., L.P.",248393,0.4089,
UNFI.N,,"Connor, Clark & Lunn Investment Management Ltd.",238208,0.3921,
UNFI.N,,Cantor Fitzgerald Ireland Ltd,233530,0.3844,
UNFI.N,,"Goldman Sachs Asset Management, L.P.",224804,0.37,
UNFI.N,,BofA Global Research (US),215217,0.3543,
UNFI.N,,BlackRock Investment Management (UK) Ltd.,210542,0.3466,
UNFI.N,,PSP Investments,209880,0.3455,
UNFI.N,,Hauser Brothers GmbH,193000,0.3177,
UNFI.N,,PGIM Quantitative Solutions LLC,181372,0.2985,
UNFI.N,,Rhumbline Advisers Ltd. Partnership,177003,0.2914,
UNFI.N,,BlackRock Advisors (UK) Limited,174808,0.2877,
UNFI.N,,"Brandywine Global Investment Management, LLC",173888,0.2862,
UNFI.N,,"UBS Financial Services, Inc.",163877,0.2697,
UNFI.N,,Morgan Stanley Smith Barney LLC,161920,0.2665,
UNFI.N,,Legal & General Investment Management Ltd.,160944,0.2649,
UNFI.N,,INTECH Investment Management LLC,159123,0.2619,
UNFI.N,,"Susquehanna Portfolio Strategies, LLC",142460,0.2345,
UNFI.N,,CPR Asset Management,141769,0.2334,
UNFI.N,,BlackRock Asset Management Ireland Limited,140300,0.2309,
UNFI.N,,"AQR Capital Management, LLC",131560,0.2166,
UNFI.N,,Barclays Bank PLC,131172,0.2159,
UNFI.N,,Columbia Threadneedle Investments (US),128838,0.2121,
UNFI.N,,"Hussman Strategic Advisors, Inc.",126000,0.2074,
UNFI.N,,Renaissance Technologies LLC,124550,0.205,
UNFI.N,,Russell Investments Trust Company,124237,0.2045,
UNFI.N,,OP Varainhoito Oy,120999,0.1992,
UNFI.N,,Schweizerische Nationalbank,119600,0.1969,
UNFI.N,,BNY Mellon Asset Management,116199,0.1913,
UNFI.N,,Quinn Opportunity Partners LLC,115000,0.1893,
UNFI.N,,UBS Asset Management (Switzerland),111796,0.184,
UNFI.N,,Verition Fund Management LLC,108017,0.1778,
UNFI.N,,"Dimensional Fund Advisors, Ltd.",107804,0.1774,
UNFI.N,,Mitsubishi UFJ Trust and Banking Corporation,100388,0.1652,
UNFI.N,,Muehlbauer (James L),99204,0.1633,
UNFI.N,,Numeric Investors LLC,99042,0.163,
UNFI.N,,Nia Impact Capital,98588,0.1623,
UNFI.N,,"Gotham Asset Management, LLC",98322,0.1618,
UNFI.N,,SEI Investments Management Corporation,94023,0.1548,
UNFI.N,,Funk (Michael S),93934,0.1546,
UNFI.N,,"Jacobs Levy Equity Management, Inc.",93427,0.1538,
UNFI.N,,Healthcare Of Ontario Pension Plan,91208,0.1501,
UNFI.N,,New York State Teachers' Retirement System,88564,0.1458,
UNFI.N,,Quantedge Capital Pte. Ltd.,88000,0.1449,
UNFI.N,,Benedict (Danielle),86116,0.1418,
UNFI.N,,"Franklin Advisers, Inc.",86014,0.1416,
UNFI.N,,LPL Financial LLC,85422,0.1406,
UNFI.N,,UBS Fund Management (Switzerland) AG,84330,0.1388,
UNFI.N,,DWS Investments UK Limited,76212,0.1254,
UNFI.N,,Federated MDTA LLC,76102,0.1253,
UNFI.N,,Dufresne (Daphne J),74406,0.1225,
UNFI.N,,Citi Investment Research (US),71902,0.1184,
UNFI.N,,"Group One Trading, L.P.",69383,0.1142,
UNFI.N,,T. Rowe Price International Ltd,67843,0.1117,
UNFI.N,,J.P. Morgan Mansart Management Limited,67712,0.1115,
UNFI.N,,"GW&K Investment Management, LLC",67603,0.1113,
UNFI.N,,"Wells Fargo Bank, N.A.",67243,0.1107,
UNFI.N,,"Nuveen Asset Management, LLC",66914,0.1101,
UNFI.N,,Mackenzie Financial Corporation,66910,0.1101,
UNFI.N,,AllianceBernstein L.P.,66769,0.1099,
UNFI.N,,Stahl (Jack L),65640,0.108,
UNFI.N,,State of Wisconsin Investment Board,65586,0.108,
UNFI.N,,Canada Life Asset Management Limited,64667,0.1064,
UNFI.N,,"Private Management Group, Inc.",63201,0.104,
UNFI.N,,"Gabelli Funds, LLC",63000,0.1037,
UNFI.N,,"WEDGE Capital Management, L.L.P.",62239,0.1024,
UNFI.N,,"Northwestern Mutual Capital, LLC",61356,0.101,
UNFI.N,,"Boston Advisors, LLC",59854,0.0985,
UNFI.N,,"Edgestream Partners, L.P.",59729,0.0983,
UNFI.N,,"Zacks Investment Management, Inc.",57573,0.0948,
UNFI.N,,California State Teachers Retirement System,57416,0.0945,
UNFI.N,,Martin (Louis Anthony),57321,0.0944,
UNFI.N,,Hussain (Mahrukh),55167,0.0908,
